event_date,contract,source_market,target_market,lag_minute,FEVD
2024-06-12,25bp_dec,CME,KAL,5,0.00022259849779546813
2024-06-12,25bp_dec,CME,KAL,30,0.007335011007857874
2024-06-12,25bp_dec,CME,KAL,60,0.012637169071439618
2024-06-12,25bp_dec,KAL,CME,1,0.00010086489885460125
2024-06-12,25bp_dec,KAL,CME,5,0.00011323494077026768
2024-06-12,25bp_dec,KAL,CME,30,0.0002640082408180308
2024-06-12,25bp_dec,KAL,CME,60,0.0009535823826383026
2024-06-12,25bp_dec,PM,KAL,1,3.2841127363516255e-06
2024-06-12,25bp_dec,PM,KAL,5,0.0017467921962083424
2024-06-12,25bp_dec,PM,KAL,30,0.003496324984851335
2024-06-12,25bp_dec,PM,KAL,60,0.004113254840591651
2024-06-12,25bp_dec,KAL,PM,1,4.951951513914592e-05
2024-06-12,25bp_dec,KAL,PM,5,6.368846238047759e-05
2024-06-12,25bp_dec,KAL,PM,30,0.003612764941193313
2024-06-12,25bp_dec,KAL,PM,60,0.006769439220767066
2024-07-31,25bp_dec,CME,PM,1,0.00042255356352434133
2024-07-31,25bp_dec,CME,PM,5,0.000612188238896231
2024-07-31,25bp_dec,CME,PM,30,0.0017502725110106281
2024-07-31,25bp_dec,CME,PM,60,0.0023454195301089113
2024-07-31,25bp_dec,PM,CME,1,0.00036975284578544395
2024-07-31,25bp_dec,PM,CME,5,0.0003839515846304942
2024-07-31,25bp_dec,PM,CME,30,0.0010625550401217566
2024-07-31,25bp_dec,PM,CME,60,0.0013813377068290329
2024-07-31,25bp_dec,CME,KAL,1,0.00017026032264527986
2024-07-31,25bp_dec,CME,KAL,5,0.011542477283468165
2024-07-31,25bp_dec,CME,KAL,30,0.015037540827860787
2024-07-31,25bp_dec,CME,KAL,60,0.016716179502619548
2024-07-31,25bp_dec,KAL,CME,1,0.00019510498195015854
2024-07-31,25bp_dec,KAL,CME,5,0.0004142908011542641
2024-07-31,25bp_dec,KAL,CME,30,0.004453394610657118
2024-07-31,25bp_dec,KAL,CME,60,0.008677930841604536
2024-07-31,25bp_dec,PM,KAL,1,1.532137170067678e-05
2024-07-31,25bp_dec,PM,KAL,5,0.00023250490983392282
2024-07-31,25bp_dec,PM,KAL,30,0.0008025842575369401
2024-07-31,25bp_dec,PM,KAL,60,0.0014142443241191758
2024-07-31,25bp_dec,KAL,PM,1,4.05416695654812e-06
2024-07-31,25bp_dec,KAL,PM,5,1.870105954464414e-05
2024-07-31,25bp_dec,KAL,PM,30,0.0019506052732623
2024-07-31,25bp_dec,KAL,PM,60,0.005425477845873876
2024-11-07,25bp_dec,CME,PM,1,0.0014366004942592578
2024-11-07,25bp_dec,CME,PM,5,0.0028673980728321216
2024-11-07,25bp_dec,CME,PM,30,0.0046938976626704435
2024-11-07,25bp_dec,CME,PM,60,0.006050661848985802
2024-11-07,25bp_dec,PM,CME,1,3.14921449522652e-05
2024-11-07,25bp_dec,PM,CME,5,0.00020505146808564594
2024-11-07,25bp_dec,PM,CME,30,0.0007911455022330431
2024-11-07,25bp_dec,PM,CME,60,0.0014185044290222421
2024-11-07,25bp_dec,CME,KAL,1,0.0007729722045361111
2024-11-07,25bp_dec,CME,KAL,5,0.003980723017550753
2024-11-07,25bp_dec,CME,KAL,30,0.0096239907092158
2024-11-07,25bp_dec,CME,KAL,60,0.013189749007952093
2024-11-07,25bp_dec,KAL,CME,1,0.0010019103270274884
2024-11-07,25bp_dec,KAL,CME,5,0.0025420647473950366
2024-11-07,25bp_dec,KAL,CME,30,0.0066911316568397305
2024-11-07,25bp_dec,KAL,CME,60,0.011128622750502854
2024-11-07,25bp_dec,PM,KAL,1,0.0007901752446429464
2024-11-07,25bp_dec,PM,KAL,5,0.0009118574268799532
2024-11-07,25bp_dec,PM,KAL,30,0.002084990597533981
2024-11-07,25bp_dec,PM,KAL,60,0.0026996798131279686
2024-11-07,25bp_dec,KAL,PM,1,0.0034898084031604257
2024-11-07,25bp_dec,KAL,PM,5,0.0077446118813747356
2024-11-07,25bp_dec,KAL,PM,30,0.01273632475363946
2024-11-07,25bp_dec,KAL,PM,60,0.017144820284067417
2024-12-18,25bp_dec,CME,PM,1,0.0007206795466917976
2024-12-18,25bp_dec,CME,PM,5,0.0017982509803226717
2024-12-18,25bp_dec,CME,PM,30,0.0030574427772269894
2024-12-18,25bp_dec,CME,PM,60,0.003967476560300781
2024-12-18,25bp_dec,PM,CME,1,0.0004116703232400436
2024-12-18,25bp_dec,PM,CME,5,0.0007690219029085761
2024-12-18,25bp_dec,PM,CME,30,0.001331249884599733
2024-12-18,25bp_dec,PM,CME,60,0.0021742819400742412
2024-12-18,25bp_dec,CME,KAL,1,0.0003233204645258496
2024-12-18,25bp_dec,CME,KAL,5,0.0004876664436927379
2024-12-18,25bp_dec,CME,KAL,30,0.002106609247949704
2024-12-18,25bp_dec,CME,KAL,60,0.0047835635392343406
2024-12-18,25bp_dec,KAL,CME,1,0.00024423731181581515
2024-12-18,25bp_dec,KAL,CME,5,0.0002762780850931081
2024-12-18,25bp_dec,KAL,CME,30,0.0010512416009650929
2024-12-18,25bp_dec,KAL,CME,60,0.0017110453643143912
2024-12-18,25bp_dec,PM,KAL,1,1.0052398260761229e-05
2024-12-18,25bp_dec,PM,KAL,5,0.00027764831523143896
2024-12-18,25bp_dec,PM,KAL,30,0.001026964667367713
2024-12-18,25bp_dec,PM,KAL,60,0.0016930624160317025
2024-12-18,25bp_dec,KAL,PM,1,0.0002612212865109245
2024-12-18,25bp_dec,KAL,PM,5,0.0003387024612555272
2024-12-18,25bp_dec,KAL,PM,30,0.0007296851532000429
2024-12-18,25bp_dec,KAL,PM,60,0.0009217149163543832
2025-01-29,25bp_dec,CME,PM,1,0.00019357464060679836
2025-01-29,25bp_dec,CME,PM,5,0.0016475429066716823
2025-01-29,25bp_dec,CME,PM,30,0.007395726142087795
2025-01-29,25bp_dec,CME,PM,60,0.01023507585042652
2025-01-29,25bp_dec,PM,CME,1,4.5710029555516046e-06
2025-01-29,25bp_dec,PM,CME,5,0.0009746333706833052
2025-01-29,25bp_dec,PM,CME,30,0.003404579842783498
2025-01-29,25bp_dec,PM,CME,60,0.010576010468615804
2025-01-29,25bp_dec,CME,KAL,1,0.00290693808809513
2025-01-29,25bp_dec,CME,KAL,5,0.005251714155263746
2025-01-29,25bp_dec,CME,KAL,30,0.02478677431242767
2025-01-29,25bp_dec,CME,KAL,60,0.026124421857464154
2025-01-29,25bp_dec,KAL,CME,1,0.00498196357953112
2025-01-29,25bp_dec,KAL,CME,5,0.0052545159162634
2025-01-29,25bp_dec,KAL,CME,30,0.01704947733544775
2025-01-29,25bp_dec,KAL,CME,60,0.04098904112856004
2025-01-29,25bp_dec,PM,KAL,1,0.0012210229485963451
2025-01-29,25bp_dec,PM,KAL,5,0.005998873708754444
2025-01-29,25bp_dec,PM,KAL,30,0.012260287356386004
2025-01-29,25bp_dec,PM,KAL,60,0.014245643046240175
2025-01-29,25bp_dec,KAL,PM,1,0.0011375594519467238
2025-01-29,25bp_dec,KAL,PM,5,0.0112864724796669
2025-01-29,25bp_dec,KAL,PM,30,0.03409011124569261
2025-01-29,25bp_dec,KAL,PM,60,0.04628833488037163
2025-03-19,25bp_dec,CME,PM,1,5.2802219980027324e-05
2025-03-19,25bp_dec,CME,PM,5,0.00041837948838777665
2025-03-19,25bp_dec,CME,PM,30,0.0010778329153686567
2025-03-19,25bp_dec,CME,PM,60,0.003118076104806365
2025-03-19,25bp_dec,PM,CME,1,3.321060284607587e-05
2025-03-19,25bp_dec,PM,CME,5,0.00017035257591486858
2025-03-19,25bp_dec,PM,CME,30,0.0013010865110094825
2025-03-19,25bp_dec,PM,CME,60,0.00200195676153157
2025-03-19,25bp_dec,CME,KAL,1,0.00013844420419264618
2025-03-19,25bp_dec,CME,KAL,5,0.0002699597589437282
2025-03-19,25bp_dec,CME,KAL,30,0.0018376309550612085
2025-03-19,25bp_dec,CME,KAL,60,0.0038907636797626166
2025-03-19,25bp_dec,KAL,CME,1,5.1384585080294646e-05
2025-03-19,25bp_dec,KAL,CME,5,0.0003536770580822236
2025-03-19,25bp_dec,KAL,CME,30,0.0017901173866660324
2025-03-19,25bp_dec,KAL,CME,60,0.0031837229169835706
2025-03-19,25bp_dec,PM,KAL,1,0.00031110898554554414
2025-03-19,25bp_dec,PM,KAL,5,0.001045581737572075
2025-03-19,25bp_dec,PM,KAL,30,0.0040422696997248556
2025-03-19,25bp_dec,PM,KAL,60,0.005977564418352107
2025-03-19,25bp_dec,KAL,PM,1,0.0002350489171673831
2025-03-19,25bp_dec,KAL,PM,5,0.0011803481141895967
2025-03-19,25bp_dec,KAL,PM,30,0.004590701266466784
2025-03-19,25bp_dec,KAL,PM,60,0.006588229923715614
2025-05-07,25bp_dec,CME,PM,1,0.0043871681919823964
2025-05-07,25bp_dec,CME,PM,5,0.006466861084362267
2025-05-07,25bp_dec,CME,PM,30,0.009555477760534363
2025-05-07,25bp_dec,CME,PM,60,0.011635786453659364
2025-05-07,25bp_dec,PM,CME,1,0.0018799871950924093
2025-05-07,25bp_dec,PM,CME,5,0.0022726234695625985
2025-05-07,25bp_dec,PM,CME,30,0.003692982658772467
2025-05-07,25bp_dec,PM,CME,60,0.0056005175379575676
2025-05-07,25bp_dec,CME,KAL,1,0.0006049459518534829
2025-05-07,25bp_dec,CME,KAL,5,0.002306020606808666
2025-05-07,25bp_dec,CME,KAL,30,0.003321246705101771
2025-05-07,25bp_dec,CME,KAL,60,0.004713730395796863
2025-05-07,25bp_dec,KAL,CME,1,0.00026131854200420293
2025-05-07,25bp_dec,KAL,CME,5,0.0003876932271776251
2025-05-07,25bp_dec,KAL,CME,30,0.0008592899652806652
2025-05-07,25bp_dec,KAL,CME,60,0.0014349641741548235
2025-05-07,25bp_dec,PM,KAL,1,0.0030111293614026114
2025-05-07,25bp_dec,PM,KAL,5,0.003768181426532939
2025-05-07,25bp_dec,PM,KAL,30,0.004655733911108283
2025-05-07,25bp_dec,PM,KAL,60,0.00541658451612746
2025-05-07,25bp_dec,KAL,PM,1,0.004130353316613823
2025-05-07,25bp_dec,KAL,PM,5,0.004615912801521615
2025-05-07,25bp_dec,KAL,PM,30,0.005161630249282708
2025-05-07,25bp_dec,KAL,PM,60,0.0062720725077226045
2025-06-18,25bp_dec,CME,PM,1,0.0002483427710841101
2025-06-18,25bp_dec,CME,PM,5,0.0004112129485387426
2025-06-18,25bp_dec,CME,PM,30,0.0025888882676263904
2025-06-18,25bp_dec,CME,PM,60,0.004503867971455311
2025-06-18,25bp_dec,PM,CME,1,0.00018714946804379348
2025-06-18,25bp_dec,PM,CME,5,0.000406181918087899
2025-06-18,25bp_dec,PM,CME,30,0.0020143393908439314
2025-06-18,25bp_dec,PM,CME,60,0.003973741434625194
2025-06-18,25bp_dec,CME,KAL,1,6.264904365840945e-05
2025-06-18,25bp_dec,CME,KAL,5,0.00013484297471432513
2025-06-18,25bp_dec,CME,KAL,30,0.0012748974124970204
2025-06-18,25bp_dec,CME,KAL,60,0.0029198697532088337
2025-06-18,25bp_dec,KAL,CME,1,0.0001744670954985628
2025-06-18,25bp_dec,KAL,CME,5,0.00026068763174752995
2025-06-18,25bp_dec,KAL,CME,30,0.0011201652984332764
2025-06-18,25bp_dec,KAL,CME,60,0.0021120106592505466
2025-06-18,25bp_dec,PM,KAL,1,5.91383784771662e-06
2025-06-18,25bp_dec,PM,KAL,5,0.00038337756125526623
2025-06-18,25bp_dec,PM,KAL,30,0.001854910233303215
2025-06-18,25bp_dec,PM,KAL,60,0.002909856954703172
2025-06-18,25bp_dec,KAL,PM,1,0.0001637417608709096
2025-06-18,25bp_dec,KAL,PM,5,0.0003562730716963445
2025-06-18,25bp_dec,KAL,PM,30,0.0017477471303096758
2025-06-18,25bp_dec,KAL,PM,60,0.00398811636071243
2025-07-30,25bp_dec,CME,PM,1,0.004485093976443115
2025-07-30,25bp_dec,CME,PM,5,0.012767805676893838
2025-07-30,25bp_dec,CME,PM,30,0.019283314315182612
2025-07-30,25bp_dec,CME,PM,60,0.02023832308608258
2025-07-30,25bp_dec,PM,CME,1,0.00023252159037232524
2025-07-30,25bp_dec,PM,CME,5,0.00038559688127350034
2025-07-30,25bp_dec,PM,CME,30,0.0019144033142374278
2025-07-30,25bp_dec,PM,CME,60,0.0023264522497184097
2025-07-30,25bp_dec,CME,KAL,1,0.008889554383475079
2025-07-30,25bp_dec,CME,KAL,5,0.011251785191962524
2025-07-30,25bp_dec,CME,KAL,30,0.014154915800383134
2025-07-30,25bp_dec,CME,KAL,60,0.017040237927891253
2025-07-30,25bp_dec,KAL,CME,1,3.29903003034809e-05
2025-07-30,25bp_dec,KAL,CME,5,0.0002964057487718375
2025-07-30,25bp_dec,KAL,CME,30,0.0017935674403526407
2025-07-30,25bp_dec,KAL,CME,60,0.002987948139954618
2025-07-30,25bp_dec,PM,KAL,1,0.005443951526569952
2025-07-30,25bp_dec,PM,KAL,5,0.006176712625521296
2025-07-30,25bp_dec,PM,KAL,30,0.007510220701555951
2025-07-30,25bp_dec,PM,KAL,60,0.00837728952469189
2025-07-30,25bp_dec,KAL,PM,1,0.007655646974662368
2025-07-30,25bp_dec,KAL,PM,5,0.009520529954434538
2025-07-30,25bp_dec,KAL,PM,30,0.010558466657916753
2025-07-30,25bp_dec,KAL,PM,60,0.01181616162232383
2025-09-17,25bp_dec,CME,PM,1,0.0010144888621229176
2025-09-17,25bp_dec,CME,PM,5,0.0034589807444782576
2025-09-17,25bp_dec,CME,PM,30,0.00461289388730997
2025-09-17,25bp_dec,CME,PM,60,0.005768750024617345
2025-09-17,25bp_dec,PM,CME,1,0.0006463624565515028
2025-09-17,25bp_dec,PM,CME,5,0.0013125114418590577
2025-09-17,25bp_dec,PM,CME,30,0.0027067584049427764
2025-09-17,25bp_dec,PM,CME,60,0.0035737895654411175
2025-09-17,25bp_dec,CME,KAL,1,0.0030607249209082185
2025-09-17,25bp_dec,CME,KAL,5,0.006521074671133128
2025-09-17,25bp_dec,CME,KAL,30,0.008092582698531092
2025-09-17,25bp_dec,CME,KAL,60,0.009187931758956257
2025-09-17,25bp_dec,KAL,CME,1,0.001766301242435575
2025-09-17,25bp_dec,KAL,CME,5,0.0031232307881422705
2025-09-17,25bp_dec,KAL,CME,30,0.004496168580328147
2025-09-17,25bp_dec,KAL,CME,60,0.005947065760651864
2025-09-17,25bp_dec,PM,KAL,1,0.008491792295707205
2025-09-17,25bp_dec,PM,KAL,5,0.010260212160805289
2025-09-17,25bp_dec,PM,KAL,30,0.011511951013322889
2025-09-17,25bp_dec,PM,KAL,60,0.012102965975377135
2025-09-17,25bp_dec,KAL,PM,1,0.009233728354649919
2025-09-17,25bp_dec,KAL,PM,5,0.01238276482488677
2025-09-17,25bp_dec,KAL,PM,30,0.015444717893382648
2025-09-17,25bp_dec,KAL,PM,60,0.01723053481038589
2025-10-29,25bp_dec,CME,PM,1,0.0002085360223531309
2025-10-29,25bp_dec,CME,PM,5,0.0015516441302474628
2025-10-29,25bp_dec,CME,PM,30,0.003325575848900228
2025-10-29,25bp_dec,CME,PM,60,0.004299886112470619
2025-10-29,25bp_dec,PM,CME,1,1.7790852422976434e-05
2025-10-29,25bp_dec,PM,CME,5,0.0003027955813912621
2025-10-29,25bp_dec,PM,CME,30,0.001417246626735559
2025-10-29,25bp_dec,PM,CME,60,0.002415283950156767
2025-10-29,25bp_dec,CME,KAL,1,0.0003964399891198651
2025-10-29,25bp_dec,CME,KAL,5,0.0026183701127596845
2025-10-29,25bp_dec,CME,KAL,30,0.007233201435884718
2025-10-29,25bp_dec,CME,KAL,60,0.008531972265821395
2025-10-29,25bp_dec,KAL,CME,1,0.00013558655855740523
2025-10-29,25bp_dec,KAL,CME,5,0.0005042907947397829
2025-10-29,25bp_dec,KAL,CME,30,0.0011072086552286987
2025-10-29,25bp_dec,KAL,CME,60,0.0018841431927981492
2025-10-29,25bp_dec,PM,KAL,1,0.001453833270429089
2025-10-29,25bp_dec,PM,KAL,5,0.005120248443264908
2025-10-29,25bp_dec,PM,KAL,30,0.0121764346126693
2025-10-29,25bp_dec,PM,KAL,60,0.012598276811520535
2025-10-29,25bp_dec,KAL,PM,1,0.0015796519970803868
2025-10-29,25bp_dec,KAL,PM,5,0.001724001223338793
2025-10-29,25bp_dec,KAL,PM,30,0.002912857802050813
2025-10-29,25bp_dec,KAL,PM,60,0.0038530474435291766
2025-12-10,25bp_dec,CME,PM,1,0.00041251348088752336
2025-12-10,25bp_dec,CME,PM,5,0.001015615856799492
2025-12-10,25bp_dec,CME,PM,30,0.0014766110728210672
2025-12-10,25bp_dec,CME,PM,60,0.0017985359000071528
2025-12-10,25bp_dec,PM,CME,1,0.00033662766379962105
2025-12-10,25bp_dec,PM,CME,5,0.000536169579870552
2025-12-10,25bp_dec,PM,CME,30,0.0008719326390720567
2025-12-10,25bp_dec,PM,CME,60,0.0011258183706493198
2025-12-10,25bp_dec,CME,KAL,1,0.0003647838579803166
2025-12-10,25bp_dec,CME,KAL,5,0.000621688670500899
2025-12-10,25bp_dec,CME,KAL,30,0.00177531954528187
2025-12-10,25bp_dec,CME,KAL,60,0.002161189307866615
2025-12-10,25bp_dec,KAL,CME,1,6.008627418566982e-05
2025-12-10,25bp_dec,KAL,CME,5,0.0002499564255755331
2025-12-10,25bp_dec,KAL,CME,30,0.0005610198953379975
2025-12-10,25bp_dec,KAL,CME,60,0.000913710330460696
2025-12-10,25bp_dec,PM,KAL,1,0.002114585189548745
2025-12-10,25bp_dec,PM,KAL,5,0.0030225591004528467
2025-12-10,25bp_dec,PM,KAL,30,0.004041085995092014
2025-12-10,25bp_dec,PM,KAL,60,0.0047247428116802305
2025-12-10,25bp_dec,KAL,PM,1,0.0016535946009076257
2025-12-10,25bp_dec,KAL,PM,5,0.002249590802377797
2025-12-10,25bp_dec,KAL,PM,30,0.0028452767447230023
2025-12-10,25bp_dec,KAL,PM,60,0.0032433403427050626
2026-01-28,25bp_dec,CME,PM,1,8.483512866020986e-05
2026-01-28,25bp_dec,CME,PM,5,0.00012933568320373884
2026-01-28,25bp_dec,CME,PM,30,0.0006192872964555263
2026-01-28,25bp_dec,CME,PM,60,0.001156532125792754
2026-01-28,25bp_dec,PM,CME,1,7.095127361095226e-05
2026-01-28,25bp_dec,PM,CME,5,0.00010617519602434004
2026-01-28,25bp_dec,PM,CME,30,0.0005052783747285883
2026-01-28,25bp_dec,PM,CME,60,0.0010791166541194834
2026-01-28,25bp_dec,CME,KAL,1,0.0002252535725866643
2026-01-28,25bp_dec,CME,KAL,5,0.00023197855418781443
2026-01-28,25bp_dec,CME,KAL,30,0.0006375992016210953
2026-01-28,25bp_dec,CME,KAL,60,0.0011073962839131609
2026-01-28,25bp_dec,KAL,CME,1,5.689088275628509e-05
2026-01-28,25bp_dec,KAL,CME,5,7.34355024396975e-05
2026-01-28,25bp_dec,KAL,CME,30,0.0007647000216262987
2026-01-28,25bp_dec,KAL,CME,60,0.001226318517554369
2026-01-28,25bp_dec,PM,KAL,1,0.0010587228440974306
2026-01-28,25bp_dec,PM,KAL,5,0.0011003192659257476
2026-01-28,25bp_dec,PM,KAL,30,0.0012167655690056918
2026-01-28,25bp_dec,PM,KAL,60,0.0014450716318090034
2026-01-28,25bp_dec,KAL,PM,1,0.001024140206231584
2026-01-28,25bp_dec,KAL,PM,5,0.0010261653317876654
2026-01-28,25bp_dec,KAL,PM,30,0.0013390685436561734
2026-01-28,25bp_dec,KAL,PM,60,0.0017788130162893902
2026-03-18,25bp_dec,CME,PM,1,2.4918950009477516e-05
2026-03-18,25bp_dec,CME,PM,5,4.750353708897036e-05
2026-03-18,25bp_dec,CME,PM,30,0.0003606489272151378
2026-03-18,25bp_dec,CME,PM,60,0.0006600299098961981
2026-03-18,25bp_dec,PM,CME,1,3.750544867524196e-05
2026-03-18,25bp_dec,PM,CME,5,7.183337552002564e-05
2026-03-18,25bp_dec,PM,CME,30,0.0007015739231301919
2026-03-18,25bp_dec,PM,CME,60,0.0009616028054095223
2026-03-18,25bp_dec,CME,KAL,1,1.5898967235437362e-05
2026-03-18,25bp_dec,CME,KAL,5,7.117960851619986e-05
2026-03-18,25bp_dec,CME,KAL,30,0.00022010572727799933
2026-03-18,25bp_dec,CME,KAL,60,0.0004214248491226435
2026-03-18,25bp_dec,KAL,CME,1,1.7784473877077441e-06
2026-03-18,25bp_dec,KAL,CME,5,1.3362254694262181e-05
2026-03-18,25bp_dec,KAL,CME,30,0.00013308547322047793
2026-03-18,25bp_dec,KAL,CME,60,0.00033685310737647937
2026-03-18,25bp_dec,PM,KAL,1,0.0006628226841467146
2026-03-18,25bp_dec,PM,KAL,5,0.0007278923559931013
2026-03-18,25bp_dec,PM,KAL,30,0.001257526392261245
2026-03-18,25bp_dec,PM,KAL,60,0.00188536736063856
2026-03-18,25bp_dec,KAL,PM,1,0.0005526574510414788
2026-03-18,25bp_dec,KAL,PM,5,0.00060943116586458
2026-03-18,25bp_dec,KAL,PM,30,0.0010257789952797314
2026-03-18,25bp_dec,KAL,PM,60,0.0011952495697223617
2026-04-29,25bp_dec,CME,PM,1,0.00012909288574478498
2026-04-29,25bp_dec,CME,PM,5,0.0002096253769042217
2026-04-29,25bp_dec,CME,PM,30,0.0005977146499657225
2026-04-29,25bp_dec,CME,PM,60,0.0009257404151032583
2026-04-29,25bp_dec,PM,CME,1,4.3354507021971756e-05
2026-04-29,25bp_dec,PM,CME,5,6.867804297910981e-05
2026-04-29,25bp_dec,PM,CME,30,0.00024587869052972687
2026-04-29,25bp_dec,PM,CME,60,0.0004160265089321868
2026-04-29,25bp_dec,CME,KAL,1,4.602637966561744e-06
2026-04-29,25bp_dec,CME,KAL,5,0.00015526610891948938
2026-04-29,25bp_dec,CME,KAL,30,0.0007874463125417839
2026-04-29,25bp_dec,CME,KAL,60,0.0024608443220752157
2026-04-29,25bp_dec,KAL,CME,1,1.915162587132397e-06
2026-04-29,25bp_dec,KAL,CME,5,3.567418324168277e-05
2026-04-29,25bp_dec,KAL,CME,30,0.00026591285927117
2026-04-29,25bp_dec,KAL,CME,60,0.0006580341267186031
2026-04-29,25bp_dec,PM,KAL,1,0.0008605450377079831
2026-04-29,25bp_dec,PM,KAL,5,0.000958032452750666
2026-04-29,25bp_dec,PM,KAL,30,0.0014742515590311434
2026-04-29,25bp_dec,PM,KAL,60,0.0017122431128110277
2026-04-29,25bp_dec,KAL,PM,1,0.0005008989768281843
2026-04-29,25bp_dec,KAL,PM,5,0.00094104098113331
2026-04-29,25bp_dec,KAL,PM,30,0.0015879343239107542
2026-04-29,25bp_dec,KAL,PM,60,0.0018671270629573716
