time,effr_avg_feb,effr_avg_mar,effr_end_feb,effr_start_mar,volume,effr_end_mar,delta_effr,num_hikes,hikes_floor,hikes_decimal,prob_cut_100,prob_cut_75,prob_cut_50,prob_cut_25,prob_no_change,prob_hike_25,prob_hike_50,prob_hike_75,prob_hike_100
2023-10-15 22:00:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,6,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 22:12:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,3,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 22:40:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,3,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 22:45:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,4,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 22:51:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,3,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 22:57:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,15,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 23:01:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,2,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-15 23:21:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,1,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-16 00:08:00+00:00,5.420000000000002,5.394999999999996,5.420000000000002,5.420000000000002,5,5.332499999999982,-0.0875000000000199,-0.3500000000000796,-1.0,0.6499999999999204,0.0,0.0,0.0,0.3500000000000796,0.6499999999999204,0.0,0.0,0.0,0.0
2023-10-16 00:19:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,17,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-16 00:21:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,3,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-16 00:25:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,4,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-16 01:29:00+00:00,5.420000000000002,5.400000000000006,5.420000000000002,5.420000000000002,18,5.350000000000016,-0.06999999999998607,-0.2799999999999443,-1.0,0.7200000000000557,0.0,0.0,0.0,0.2799999999999443,0.7200000000000557,0.0,0.0,0.0,0.0
2023-10-16 04:25:00+00:00,5.420000000000002,5.394999999999996,5.420000000000002,5.420000000000002,27,5.332499999999982,-0.0875000000000199,-0.3500000000000796,-1.0,0.6499999999999204,0.0,0.0,0.0,0.3500000000000796,0.6499999999999204,0.0,0.0,0.0,0.0
2023-10-16 04:27:00+00:00,5.420000000000002,5.394999999999996,5.420000000000002,5.420000000000002,1,5.332499999999982,-0.0875000000000199,-0.3500000000000796,-1.0,0.6499999999999204,0.0,0.0,0.0,0.3500000000000796,0.6499999999999204,0.0,0.0,0.0,0.0
