event_date,contract,source_market,target_market,lag_minutes,f_stat,p_value,coef,coef_p_value,is_sig_5pct
1/29/2025,0bp,CME,PM,1,4.8634,0.027436,0.014,0.027436,TRUE
1/29/2025,0bp,PM,CME,1,5.7082,0.016889,-0.006,0.016889,TRUE
1/29/2025,0bp,CME,PM,5,12.0456,0.00052,0.015,0.00052,TRUE
1/29/2025,0bp,PM,CME,5,0.0677,0.794759,0.0005,0.794759,FALSE
1/29/2025,0bp,CME,PM,30,81.3562,0,0.0197,0,TRUE
1/29/2025,0bp,PM,CME,30,2.8133,0.093491,0.0024,0.093491,FALSE
1/29/2025,0bp,CME,PM,60,152.4527,0,0.0214,0,TRUE
1/29/2025,0bp,PM,CME,60,7.8416,0.005107,0.0035,0.005107,TRUE
1/29/2025,0bp,CME,KAL,1,41.9574,0,0.0217,0,TRUE
1/29/2025,0bp,KAL,CME,1,4.0511,0.044147,-0.0098,0.044147,TRUE
1/29/2025,0bp,CME,KAL,5,1.4806,0.223684,0.0029,0.223684,FALSE
1/29/2025,0bp,KAL,CME,5,0.0863,0.768975,-0.0008,0.768975,FALSE
1/29/2025,0bp,CME,KAL,30,55.3667,0,0.0086,0,TRUE
1/29/2025,0bp,KAL,CME,30,0.653,0.419051,-0.0012,0.419051,FALSE
1/29/2025,0bp,CME,KAL,60,31.8592,0,0.0051,0,TRUE
1/29/2025,0bp,KAL,CME,60,4.2368,0.039562,0.0026,0.039562,TRUE
1/29/2025,0bp,PM,KAL,1,1.866,0.171937,0.0029,0.171937,FALSE
1/29/2025,0bp,KAL,PM,1,0.0018,0.966296,-0.0003,0.966296,FALSE
1/29/2025,0bp,PM,KAL,5,0.6322,0.426567,-0.0014,0.426567,FALSE
1/29/2025,0bp,KAL,PM,5,0.0128,0.909903,-0.0005,0.909903,FALSE
1/29/2025,0bp,PM,KAL,30,15.607,7.80E-05,0.0048,7.80E-05,TRUE
1/29/2025,0bp,KAL,PM,30,13.639,0.000222,0.0088,0.000222,TRUE
1/29/2025,0bp,PM,KAL,60,12.5535,0.000396,0.0036,0.000396,TRUE
1/29/2025,0bp,KAL,PM,60,75.3069,0,0.0173,0,TRUE
3/19/2025,0bp,CME,PM,1,0.2595,0.610484,0.002,0.610484,FALSE
3/19/2025,0bp,PM,CME,1,0.3926,0.530922,0.0018,0.530922,FALSE
3/19/2025,0bp,CME,PM,5,0.2438,0.621454,-0.0013,0.621454,FALSE
3/19/2025,0bp,PM,CME,5,1.0273,0.310789,0.0018,0.310789,FALSE
3/19/2025,0bp,CME,PM,30,2.3231,0.127465,-0.0024,0.127465,FALSE
3/19/2025,0bp,PM,CME,30,0.0351,0.851357,-0.0001,0.851357,FALSE
3/19/2025,0bp,CME,PM,60,4.4085,0.035762,-0.0028,0.035762,TRUE
3/19/2025,0bp,PM,CME,60,2.1464,0.142905,-0.0008,0.142905,FALSE
3/19/2025,0bp,CME,KAL,1,0.0002,0.987695,0,0.987695,FALSE
3/19/2025,0bp,KAL,CME,1,2.4628,0.116578,-0.0153,0.116578,FALSE
3/19/2025,0bp,CME,KAL,5,8.177,0.004244,0.0023,0.004244,TRUE
3/19/2025,0bp,KAL,CME,5,0.2316,0.630329,-0.0029,0.630329,FALSE
3/19/2025,0bp,CME,KAL,30,9.7206,0.001823,0.0015,0.001823,TRUE
3/19/2025,0bp,KAL,CME,30,5.5399,0.01859,0.0071,0.01859,TRUE
3/19/2025,0bp,CME,KAL,60,10.6363,0.001109,0.0014,0.001109,TRUE
3/19/2025,0bp,KAL,CME,60,0.4392,0.5075,-0.0016,0.5075,FALSE
3/19/2025,0bp,PM,KAL,1,0.0144,0.904413,-0.0001,0.904413,FALSE
3/19/2025,0bp,KAL,PM,1,0.3629,0.546922,0.0068,0.546922,FALSE
3/19/2025,0bp,PM,KAL,5,0.4995,0.479731,0.0004,0.479731,FALSE
3/19/2025,0bp,KAL,PM,5,0.0009,0.975978,-0.0002,0.975978,FALSE
3/19/2025,0bp,PM,KAL,30,1.1649,0.280445,0.0003,0.280445,FALSE
3/19/2025,0bp,KAL,PM,30,0.1094,0.740846,0.0012,0.740846,FALSE
3/19/2025,0bp,PM,KAL,60,4.4519,0.034865,0.0004,0.034865,TRUE
3/19/2025,0bp,KAL,PM,60,0.0054,0.941159,0.0002,0.941159,FALSE
5/7/2025,0bp,CME,PM,1,83.2025,0,-0.018,0,TRUE
5/7/2025,0bp,PM,CME,1,18.8204,1.40E-05,0.0305,1.40E-05,TRUE
5/7/2025,0bp,CME,PM,5,199.7056,0,0.0207,0,TRUE
5/7/2025,0bp,PM,CME,5,74.9739,0,-0.0421,0,TRUE
5/7/2025,0bp,CME,PM,30,326.0505,0,0.0161,0,TRUE
5/7/2025,0bp,PM,CME,30,72.8132,0,0.0243,0,TRUE
5/7/2025,0bp,CME,PM,60,428.2024,0,0.0149,0,TRUE
5/7/2025,0bp,PM,CME,60,51.4016,0,0.0172,0,TRUE
5/7/2025,0bp,CME,KAL,1,4.4974,0.03395,0.006,0.03395,TRUE
5/7/2025,0bp,KAL,CME,1,0,0.996682,0,0.996682,FALSE
5/7/2025,0bp,CME,KAL,5,198.986,0,0.0285,0,TRUE
5/7/2025,0bp,KAL,CME,5,42.1344,0,-0.027,0,TRUE
5/7/2025,0bp,CME,KAL,30,643.4394,0,0.0323,0,TRUE
5/7/2025,0bp,KAL,CME,30,63.8097,0,0.0231,0,TRUE
5/7/2025,0bp,CME,KAL,60,682.5274,0,0.0269,0,TRUE
5/7/2025,0bp,KAL,CME,60,89.396,0,0.0233,0,TRUE
5/7/2025,0bp,PM,KAL,1,34.4745,0,0.0317,0,TRUE
5/7/2025,0bp,KAL,PM,1,0.6057,0.436407,0.002,0.436407,FALSE
5/7/2025,0bp,PM,KAL,5,92.5391,0,0.035,0,TRUE
5/7/2025,0bp,KAL,PM,5,20.8267,5.00E-06,0.0103,5.00E-06,TRUE
5/7/2025,0bp,PM,KAL,30,427.7178,0,0.0454,0,TRUE
5/7/2025,0bp,KAL,PM,30,105.2967,0,0.016,0,TRUE
5/7/2025,0bp,PM,KAL,60,572.3638,0,0.0444,0,TRUE
5/7/2025,0bp,KAL,PM,60,154.1079,0,0.0165,0,TRUE
6/18/2025,0bp,CME,PM,1,0.0283,0.866345,0.0003,0.866345,FALSE
6/18/2025,0bp,PM,CME,1,2.0048,0.156811,0.0126,0.156811,FALSE
6/18/2025,0bp,CME,PM,5,0.7,0.402803,0.001,0.402803,FALSE
6/18/2025,0bp,PM,CME,5,1.3023,0.253801,0.0069,0.253801,FALSE
6/18/2025,0bp,CME,PM,30,5.5549,0.018433,0.0017,0.018433,TRUE
6/18/2025,0bp,PM,CME,30,0.0527,0.818398,-0.0008,0.818398,FALSE
6/18/2025,0bp,CME,PM,60,8.1024,0.004422,0.0018,0.004422,TRUE
6/18/2025,0bp,PM,CME,60,5.2824,0.021546,0.0064,0.021546,TRUE
6/18/2025,0bp,CME,KAL,1,0.0762,0.782472,-0.0011,0.782472,FALSE
6/18/2025,0bp,KAL,CME,1,1.2144,0.270472,-0.0044,0.270472,FALSE
6/18/2025,0bp,CME,KAL,5,1.3914,0.238169,-0.0031,0.238169,FALSE
6/18/2025,0bp,KAL,CME,5,1.5984,0.206132,-0.0041,0.206132,FALSE
6/18/2025,0bp,CME,KAL,30,0.1403,0.708013,0.0006,0.708013,FALSE
