event_date,contract,source_market,target_market,lag_minutes,f_stat,p_value,coef,coef_p_value,is_sig_5pct
6/18/2025,0bp,KAL,CME,30,0.6326,0.426405,-0.0021,0.426405,FALSE
6/18/2025,0bp,CME,KAL,60,11.0037,0.00091,0.0044,0.00091,TRUE
6/18/2025,0bp,KAL,CME,60,4.9584,0.025967,0.0055,0.025967,TRUE
6/18/2025,0bp,PM,KAL,1,0.0942,0.758878,0.0027,0.758878,FALSE
6/18/2025,0bp,KAL,PM,1,11.222,0.000809,0.0061,0.000809,TRUE
6/18/2025,0bp,PM,KAL,5,2.117,0.145678,-0.0086,0.145678,FALSE
6/18/2025,0bp,KAL,PM,5,6.5753,0.010343,0.0038,0.010343,TRUE
6/18/2025,0bp,PM,KAL,30,30.5964,0,0.0178,0,TRUE
6/18/2025,0bp,KAL,PM,30,31.6887,0,0.0068,0,TRUE
6/18/2025,0bp,PM,KAL,60,94.1137,0,0.0264,0,TRUE
6/18/2025,0bp,KAL,PM,60,88.0097,0,0.0106,0,TRUE
7/30/2025,0bp,CME,PM,1,198.5205,0,0.0755,0,TRUE
7/30/2025,0bp,PM,CME,1,0.0092,0.92369,0.0003,0.92369,FALSE
7/30/2025,0bp,CME,PM,5,602.6118,0,0.0817,0,TRUE
7/30/2025,0bp,PM,CME,5,26.1217,0,-0.0108,0,TRUE
7/30/2025,0bp,CME,PM,30,665.8521,0,0.043,0,TRUE
7/30/2025,0bp,PM,CME,30,1.6418,0.200088,0.0016,0.200088,FALSE
7/30/2025,0bp,CME,PM,60,781.0295,0,0.038,0,TRUE
7/30/2025,0bp,PM,CME,60,22.6233,2.00E-06,0.005,2.00E-06,TRUE
7/30/2025,0bp,CME,KAL,1,170.9492,0,0.1019,0,TRUE
7/30/2025,0bp,KAL,CME,1,2.1764,0.140145,-0.0031,0.140145,FALSE
7/30/2025,0bp,CME,KAL,5,477.3723,0,0.1037,0,TRUE
7/30/2025,0bp,KAL,CME,5,34.6383,0,-0.0096,0,TRUE
7/30/2025,0bp,CME,KAL,30,796.7526,0,0.0671,0,TRUE
7/30/2025,0bp,KAL,CME,30,5.7844,0.016172,-0.0027,0.016172,TRUE
7/30/2025,0bp,CME,KAL,60,1075.2859,0,0.0616,0,TRUE
7/30/2025,0bp,KAL,CME,60,0.0037,0.951705,0.0001,0.951705,FALSE
7/30/2025,0bp,PM,KAL,1,9.6988,0.001845,0.0183,0.001845,TRUE
7/30/2025,0bp,KAL,PM,1,54.653,0,0.0204,0,TRUE
7/30/2025,0bp,PM,KAL,5,35.344,0,0.0233,0,TRUE
7/30/2025,0bp,KAL,PM,5,98.0743,0,0.021,0,TRUE
7/30/2025,0bp,PM,KAL,30,521.9411,0,0.0542,0,TRUE
7/30/2025,0bp,KAL,PM,30,231.4374,0,0.0227,0,TRUE
7/30/2025,0bp,PM,KAL,60,905.8192,0,0.0606,0,TRUE
7/30/2025,0bp,KAL,PM,60,397.7811,0,0.0275,0,TRUE
9/17/2025,0bp,CME,PM,1,35.3156,0,0.0104,0,TRUE
9/17/2025,0bp,PM,CME,1,0.8528,0.355769,-0.0058,0.355769,FALSE
9/17/2025,0bp,CME,PM,5,427.1547,0,0.0253,0,TRUE
9/17/2025,0bp,PM,CME,5,1.4375,0.230556,0.0051,0.230556,FALSE
9/17/2025,0bp,CME,PM,30,903.7253,0,0.0227,0,TRUE
9/17/2025,0bp,PM,CME,30,216.2137,0,0.0331,0,TRUE
9/17/2025,0bp,CME,PM,60,969.3137,0,0.0196,0,TRUE
9/17/2025,0bp,PM,CME,60,304.5895,0,0.0307,0,TRUE
9/17/2025,0bp,CME,KAL,1,154.9974,0,0.024,0,TRUE
9/17/2025,0bp,KAL,CME,1,1.2327,0.26688,-0.0063,0.26688,FALSE
9/17/2025,0bp,CME,KAL,5,663.285,0,0.0347,0,TRUE
9/17/2025,0bp,KAL,CME,5,9.4479,0.002115,-0.0124,0.002115,TRUE
9/17/2025,0bp,CME,KAL,30,1273.3366,0,0.0297,0,TRUE
9/17/2025,0bp,KAL,CME,30,223.7659,0,0.0335,0,TRUE
9/17/2025,0bp,CME,KAL,60,1183.4434,0,0.0244,0,TRUE
9/17/2025,0bp,KAL,CME,60,472.2684,0,0.0383,0,TRUE
9/17/2025,0bp,PM,KAL,1,58.9976,0,0.0281,0,TRUE
9/17/2025,0bp,KAL,PM,1,214.1982,0,0.0442,0,TRUE
9/17/2025,0bp,PM,KAL,5,202.5405,0,0.0359,0,TRUE
9/17/2025,0bp,KAL,PM,5,695.5848,0,0.057,0,TRUE
9/17/2025,0bp,PM,KAL,30,1259.8661,0,0.054,0,TRUE
9/17/2025,0bp,KAL,PM,30,1710.0575,0,0.0564,0,TRUE
9/17/2025,0bp,PM,KAL,60,1286.0619,0,0.0475,0,TRUE
9/17/2025,0bp,KAL,PM,60,2053.6867,0,0.0533,0,TRUE
10/29/2025,0bp,CME,PM,1,1.8263,0.176572,-0.0025,0.176572,FALSE
10/29/2025,0bp,PM,CME,1,0.0299,0.862622,-0.0007,0.862622,FALSE
10/29/2025,0bp,CME,PM,5,96.094,0,0.0134,0,TRUE
10/29/2025,0bp,PM,CME,5,0.1742,0.676368,-0.0012,0.676368,FALSE
10/29/2025,0bp,CME,PM,30,256.7313,0,0.0125,0,TRUE
10/29/2025,0bp,PM,CME,30,33.3527,0,0.0099,0,TRUE
10/29/2025,0bp,CME,PM,60,268.0652,0,0.0099,0,TRUE
10/29/2025,0bp,PM,CME,60,55.0173,0,0.0103,0,TRUE
10/29/2025,0bp,CME,KAL,1,4.0327,0.044628,-0.0035,0.044628,TRUE
10/29/2025,0bp,KAL,CME,1,54.1391,0,0.0337,0,TRUE
10/29/2025,0bp,CME,KAL,5,3.0275,0.081865,0.0022,0.081865,FALSE
10/29/2025,0bp,KAL,CME,5,12.2941,0.000455,0.0107,0.000455,TRUE
10/29/2025,0bp,CME,KAL,30,37.2674,0,0.0044,0,TRUE
10/29/2025,0bp,KAL,CME,30,24.2459,1.00E-06,0.008,1.00E-06,TRUE
10/29/2025,0bp,CME,KAL,60,66.4785,0,0.0046,0,TRUE
10/29/2025,0bp,KAL,CME,60,45.9519,0,0.0083,0,TRUE
10/29/2025,0bp,PM,KAL,1,22.5672,2.00E-06,0.0127,2.00E-06,TRUE
10/29/2025,0bp,KAL,PM,1,17.3601,3.10E-05,-0.0126,3.10E-05,TRUE
10/29/2025,0bp,PM,KAL,5,39.5969,0,0.0116,0,TRUE
10/29/2025,0bp,KAL,PM,5,21.136,4.00E-06,-0.0094,4.00E-06,TRUE
10/29/2025,0bp,PM,KAL,30,140.034,0,0.0124,0,TRUE
10/29/2025,0bp,KAL,PM,30,5.378,0.020394,-0.0025,0.020394,TRUE
10/29/2025,0bp,PM,KAL,60,157.136,0,0.0108,0,TRUE
10/29/2025,0bp,KAL,PM,60,12.3142,0.00045,0.0029,0.00045,TRUE
12/10/2025,0bp,CME,PM,1,12.8554,0.000337,0.0045,0.000337,TRUE
12/10/2025,0bp,PM,CME,1,1.011,0.314661,0.0038,0.314661,FALSE
12/10/2025,0bp,CME,PM,5,183.9548,0,0.0123,0,TRUE
12/10/2025,0bp,PM,CME,5,0.1424,0.705911,-0.0011,0.705911,FALSE
12/10/2025,0bp,CME,PM,30,640.4968,0,0.0144,0,TRUE
12/10/2025,0bp,PM,CME,30,177.565,0,0.0217,0,TRUE
12/10/2025,0bp,CME,PM,60,873.6983,0,0.0144,0,TRUE
12/10/2025,0bp,PM,CME,60,349.4629,0,0.023,0,TRUE
12/10/2025,0bp,CME,KAL,1,0.7968,0.372064,0.0009,0.372064,FALSE
12/10/2025,0bp,KAL,CME,1,0.9557,0.328272,0.0044,0.328272,FALSE
12/10/2025,0bp,CME,KAL,5,23.4242,1.00E-06,0.0037,1.00E-06,TRUE
12/10/2025,0bp,KAL,CME,5,11.5782,0.000667,0.0114,0.000667,TRUE
12/10/2025,0bp,CME,KAL,30,685.812,0,0.0126,0,TRUE
12/10/2025,0bp,KAL,CME,30,175.5716,0,0.0259,0,TRUE
12/10/2025,0bp,CME,KAL,60,879.0836,0,0.0123,0,TRUE
12/10/2025,0bp,KAL,CME,60,431.1156,0,0.0312,0,TRUE
12/10/2025,0bp,PM,KAL,1,7.8693,0.005028,0.0052,0.005028,TRUE
12/10/2025,0bp,KAL,PM,1,74.7637,0,0.0223,0,TRUE
12/10/2025,0bp,PM,KAL,5,186.8326,0,0.0191,0,TRUE
12/10/2025,0bp,KAL,PM,5,183.0988,0,0.0259,0,TRUE
12/10/2025,0bp,PM,KAL,30,1402.8083,0,0.0314,0,TRUE
12/10/2025,0bp,KAL,PM,30,1289.0939,0,0.0426,0,TRUE
12/10/2025,0bp,PM,KAL,60,1782.4508,0,0.0283,0,TRUE
12/10/2025,0bp,KAL,PM,60,1679.8433,0,0.0395,0,TRUE
