event_date,contract,source_market,target_market,lag_minutes,f_stat,p_value,coef,coef_p_value,is_sig_5pct
1/29/2025,25bp_dec,CME,PM,1,6.8888,0.008676,0.0093,0.008676,TRUE
1/29/2025,25bp_dec,PM,CME,1,0.1764,0.674474,-0.0019,0.674474,FALSE
1/29/2025,25bp_dec,CME,PM,5,86.2432,0,0.0224,0,TRUE
1/29/2025,25bp_dec,PM,CME,5,7.3302,0.006782,-0.0083,0.006782,TRUE
1/29/2025,25bp_dec,CME,PM,30,79.9755,0,0.011,0,TRUE
1/29/2025,25bp_dec,PM,CME,30,0.9933,0.318934,-0.0017,0.318934,FALSE
1/29/2025,25bp_dec,CME,PM,60,73.3769,0,0.0082,0,TRUE
1/29/2025,25bp_dec,PM,CME,60,6.2892,0.01215,0.0036,0.01215,TRUE
1/29/2025,25bp_dec,CME,KAL,1,1.814,0.17804,-0.0046,0.17804,FALSE
1/29/2025,25bp_dec,KAL,CME,1,184.2686,0,0.0652,0,TRUE
1/29/2025,25bp_dec,CME,KAL,5,4.201,0.040404,-0.0048,0.040404,TRUE
1/29/2025,25bp_dec,KAL,CME,5,75.3582,0,0.0293,0,TRUE
1/29/2025,25bp_dec,CME,KAL,30,7.9708,0.004755,0.0032,0.004755,TRUE
1/29/2025,25bp_dec,KAL,CME,30,0.3328,0.563989,0.001,0.563989,FALSE
1/29/2025,25bp_dec,CME,KAL,60,29.5756,0,0.005,0,TRUE
1/29/2025,25bp_dec,KAL,CME,60,25.1479,1.00E-06,0.0069,1.00E-06,TRUE
1/29/2025,25bp_dec,PM,KAL,1,16.7163,4.30E-05,-0.0158,4.30E-05,TRUE
1/29/2025,25bp_dec,KAL,PM,1,77.9195,0,-0.0373,0,TRUE
1/29/2025,25bp_dec,PM,KAL,5,56.8795,0,0.0195,0,TRUE
1/29/2025,25bp_dec,KAL,PM,5,179.4918,0,-0.0395,0,TRUE
1/29/2025,25bp_dec,PM,KAL,30,94.1959,0,0.0137,0,TRUE
1/29/2025,25bp_dec,KAL,PM,30,30.5764,0,-0.0086,0,TRUE
1/29/2025,25bp_dec,PM,KAL,60,98.3435,0,0.012,0,TRUE
1/29/2025,25bp_dec,KAL,PM,60,3.5638,0.059057,-0.0023,0.059057,FALSE
3/19/2025,25bp_dec,CME,PM,1,0.6549,0.418359,0.0009,0.418359,FALSE
3/19/2025,25bp_dec,PM,CME,1,0.2103,0.646512,-0.0047,0.646512,FALSE
3/19/2025,25bp_dec,CME,PM,5,17.7222,2.60E-05,0.0031,2.60E-05,TRUE
3/19/2025,25bp_dec,PM,CME,5,0.0195,0.888937,0.001,0.888937,FALSE
3/19/2025,25bp_dec,CME,PM,30,31.0241,0,0.0024,0,TRUE
3/19/2025,25bp_dec,PM,CME,30,8.8193,0.002981,0.0125,0.002981,TRUE
3/19/2025,25bp_dec,CME,PM,60,25.4077,0,0.0018,0,TRUE
3/19/2025,25bp_dec,PM,CME,60,13.552,0.000232,0.0126,0.000232,TRUE
3/19/2025,25bp_dec,CME,KAL,1,6.2694,0.012286,0.0021,0.012286,TRUE
3/19/2025,25bp_dec,KAL,CME,1,2.784,0.095211,-0.022,0.095211,FALSE
3/19/2025,25bp_dec,CME,KAL,5,0.4395,0.507351,-0.0004,0.507351,FALSE
3/19/2025,25bp_dec,KAL,CME,5,2.1933,0.138615,0.0116,0.138615,FALSE
3/19/2025,25bp_dec,CME,KAL,30,2.9115,0.087954,0.0006,0.087954,FALSE
3/19/2025,25bp_dec,KAL,CME,30,0.7336,0.391727,-0.0032,0.391727,FALSE
3/19/2025,25bp_dec,CME,KAL,60,10.9474,0.000938,0.001,0.000938,TRUE
3/19/2025,25bp_dec,KAL,CME,60,1.3112,0.252174,0.0034,0.252174,FALSE
3/19/2025,25bp_dec,PM,KAL,1,2.5421,0.110853,0.0042,0.110853,FALSE
3/19/2025,25bp_dec,KAL,PM,1,0.1621,0.687219,0.0017,0.687219,FALSE
3/19/2025,25bp_dec,PM,KAL,5,11.4862,0.000701,0.0065,0.000701,TRUE
3/19/2025,25bp_dec,KAL,PM,5,68.1641,0,0.0207,0,TRUE
3/19/2025,25bp_dec,PM,KAL,30,38.6489,0,0.0067,0,TRUE
3/19/2025,25bp_dec,KAL,PM,30,17.7323,2.50E-05,0.0052,2.50E-05,TRUE
3/19/2025,25bp_dec,PM,KAL,60,56.0319,0,0.0066,0,TRUE
3/19/2025,25bp_dec,KAL,PM,60,17.104,3.50E-05,0.0039,3.50E-05,TRUE
5/7/2025,25bp_dec,CME,PM,1,143.3037,0,0.0193,0,TRUE
5/7/2025,25bp_dec,PM,CME,1,15.7337,7.30E-05,0.0341,7.30E-05,TRUE
5/7/2025,25bp_dec,CME,PM,5,389.77,0,0.0233,0,TRUE
5/7/2025,25bp_dec,PM,CME,5,17.9974,2.20E-05,-0.0247,2.20E-05,TRUE
5/7/2025,25bp_dec,CME,PM,30,498.7856,0,0.0163,0,TRUE
5/7/2025,25bp_dec,PM,CME,30,32.7916,0,0.0178,0,TRUE
5/7/2025,25bp_dec,CME,PM,60,496.8017,0,0.0131,0,TRUE
5/7/2025,25bp_dec,PM,CME,60,50.208,0,0.0182,0,TRUE
5/7/2025,25bp_dec,CME,KAL,1,11.5573,0.000675,0.0067,0.000675,TRUE
5/7/2025,25bp_dec,KAL,CME,1,4.2781,0.03861,0.0144,0.03861,TRUE
5/7/2025,25bp_dec,CME,KAL,5,162.5041,0,0.0181,0,TRUE
5/7/2025,25bp_dec,KAL,CME,5,1.755,0.185252,-0.0073,0.185252,FALSE
5/7/2025,25bp_dec,CME,KAL,30,421.5688,0,0.0183,0,TRUE
5/7/2025,25bp_dec,KAL,CME,30,26.8572,0,0.0169,0,TRUE
5/7/2025,25bp_dec,CME,KAL,60,387.2641,0,0.014,0,TRUE
5/7/2025,25bp_dec,KAL,CME,60,71.3726,0,0.0229,0,TRUE
5/7/2025,25bp_dec,PM,KAL,1,0.9958,0.318342,-0.0045,0.318342,FALSE
5/7/2025,25bp_dec,KAL,PM,1,72.1367,0,0.0256,0,TRUE
5/7/2025,25bp_dec,PM,KAL,5,41.3272,0,0.0196,0,TRUE
5/7/2025,25bp_dec,KAL,PM,5,96.3428,0,0.0236,0,TRUE
5/7/2025,25bp_dec,PM,KAL,30,239.256,0,0.0263,0,TRUE
5/7/2025,25bp_dec,KAL,PM,30,162.305,0,0.0186,0,TRUE
5/7/2025,25bp_dec,PM,KAL,60,271.6565,0,0.0226,0,TRUE
5/7/2025,25bp_dec,KAL,PM,60,161.3161,0,0.0153,0,TRUE
6/18/2025,25bp_dec,CME,PM,1,4.6513,0.031033,0.0034,0.031033,TRUE
6/18/2025,25bp_dec,PM,CME,1,1.007,0.315615,0.0104,0.315615,FALSE
6/18/2025,25bp_dec,CME,PM,5,0.248,0.618492,0.0005,0.618492,FALSE
6/18/2025,25bp_dec,PM,CME,5,2.4122,0.120399,0.0108,0.120399,FALSE
6/18/2025,25bp_dec,CME,PM,30,7.8559,0.005067,0.0017,0.005067,TRUE
6/18/2025,25bp_dec,PM,CME,30,1.6588,0.197765,0.005,0.197765,FALSE
6/18/2025,25bp_dec,CME,PM,60,17.0105,3.70E-05,0.0022,3.70E-05,TRUE
6/18/2025,25bp_dec,PM,CME,60,13.962,0.000187,0.0122,0.000187,TRUE
6/18/2025,25bp_dec,CME,KAL,1,0.0342,0.853321,0.0005,0.853321,FALSE
6/18/2025,25bp_dec,KAL,CME,1,7.4387,0.006385,-0.0151,0.006385,TRUE
6/18/2025,25bp_dec,CME,KAL,5,0.4578,0.498641,-0.0013,0.498641,FALSE
6/18/2025,25bp_dec,KAL,CME,5,16.8222,4.10E-05,-0.0192,4.10E-05,TRUE
6/18/2025,25bp_dec,CME,KAL,30,3.8272,0.050433,0.0022,0.050433,FALSE
6/18/2025,25bp_dec,KAL,CME,30,0.0035,0.953145,-0.0002,0.953145,FALSE
6/18/2025,25bp_dec,CME,KAL,60,34.0432,0,0.0056,0,TRUE
6/18/2025,25bp_dec,KAL,CME,60,7.6167,0.005785,0.0083,0.005785,TRUE
6/18/2025,25bp_dec,PM,KAL,1,0.8818,0.347719,-0.007,0.347719,FALSE
6/18/2025,25bp_dec,KAL,PM,1,9.3501,0.002231,0.0066,0.002231,TRUE
6/18/2025,25bp_dec,PM,KAL,5,0.101,0.750691,-0.0015,0.750691,FALSE
6/18/2025,25bp_dec,KAL,PM,5,4.4498,0.034909,0.0039,0.034909,TRUE
6/18/2025,25bp_dec,PM,KAL,30,5.6781,0.017181,0.0065,0.017181,TRUE
6/18/2025,25bp_dec,KAL,PM,30,5.4125,0.019996,0.0031,0.019996,TRUE
6/18/2025,25bp_dec,PM,KAL,60,49.8281,0,0.0162,0,TRUE
6/18/2025,25bp_dec,KAL,PM,60,55.5163,0,0.0088,0,TRUE
7/30/2025,25bp_dec,CME,PM,1,224.0216,0,0.0733,0,TRUE
