event_date,contract,source_market,target_market,lag_minutes,f_stat,p_value,coef,coef_p_value,is_sig_5pct
2024-01-31,25bp_dec,CME,PM,1,7.0078,0.008117,-0.004,0.008117,True
2024-01-31,25bp_dec,PM,CME,1,0.0472,0.828083,0.002,0.828083,False
2024-01-31,25bp_dec,CME,PM,5,0.8851,0.346802,-0.001,0.346802,False
2024-01-31,25bp_dec,PM,CME,5,0.3449,0.557015,0.0031,0.557015,False
2024-01-31,25bp_dec,CME,PM,30,0.201,0.653923,0.0003,0.653923,False
2024-01-31,25bp_dec,PM,CME,30,1.2867,0.256652,0.0025,0.256652,False
2024-01-31,25bp_dec,CME,PM,60,0.5429,0.461245,0.0004,0.461245,False
2024-01-31,25bp_dec,PM,CME,60,0.2009,0.654019,-0.0007,0.654019,False
2024-01-31,25bp_dec,CME,KAL,1,0.0,0.999295,-0.0,0.999295,False
2024-01-31,25bp_dec,KAL,CME,1,0.4009,0.526628,-0.0208,0.526628,False
2024-01-31,25bp_dec,CME,KAL,5,1.3512,0.245077,0.0003,0.245077,False
2024-01-31,25bp_dec,KAL,CME,5,1.4645,0.226223,-0.0239,0.226223,False
2024-01-31,25bp_dec,CME,KAL,30,4.2163,0.040041,-0.0009,0.040041,True
2024-01-31,25bp_dec,KAL,CME,30,14.0537,0.000178,-0.0095,0.000178,True
2024-01-31,25bp_dec,CME,KAL,60,13.9704,0.000186,-0.0014,0.000186,True
2024-01-31,25bp_dec,KAL,CME,60,6.3555,0.011704,-0.0043,0.011704,True
2024-01-31,25bp_dec,PM,KAL,1,0.0,0.999688,-0.0,0.999688,False
2024-01-31,25bp_dec,KAL,PM,1,0.0111,0.915988,0.0014,0.915988,False
2024-01-31,25bp_dec,PM,KAL,5,0.0,0.994549,-0.0,0.994549,False
2024-01-31,25bp_dec,KAL,PM,5,0.0001,0.991541,-0.0001,0.991541,False
2024-01-31,25bp_dec,PM,KAL,30,0.0,0.996805,-0.0,0.996805,False
2024-01-31,25bp_dec,KAL,PM,30,0.0,0.99719,-0.0,0.99719,False
2024-01-31,25bp_dec,PM,KAL,60,0.0,0.997604,-0.0,0.997604,False
2024-01-31,25bp_dec,KAL,PM,60,0.0,0.997169,-0.0,0.997169,False
2024-03-20,25bp_dec,CME,PM,1,0.0,0.999925,-0.0,0.999926,False
2024-03-20,25bp_dec,PM,CME,1,0.1885,0.664192,0.0021,0.664192,False
2024-03-20,25bp_dec,CME,PM,5,0.0,0.998142,0.0,0.998142,False
2024-03-20,25bp_dec,PM,CME,5,0.3961,0.529098,0.0018,0.529098,False
2024-03-20,25bp_dec,CME,PM,30,1.3225,0.250146,-0.0014,0.250146,False
2024-03-20,25bp_dec,PM,CME,30,0.7706,0.380041,0.0011,0.380041,False
2024-03-20,25bp_dec,CME,PM,60,0.0236,0.877961,-0.0002,0.877961,False
2024-03-20,25bp_dec,PM,CME,60,0.382,0.536515,0.0005,0.536515,False
2024-03-20,25bp_dec,CME,KAL,1,9.3644,0.002213,-0.0008,0.002213,True
2024-03-20,25bp_dec,KAL,CME,1,54.3487,0.0,-0.4093,0.0,True
2024-03-20,25bp_dec,CME,KAL,5,87.9648,0.0,0.0017,0.0,True
2024-03-20,25bp_dec,KAL,CME,5,11.751,0.000608,-0.114,0.000608,True
2024-03-20,25bp_dec,CME,KAL,30,153.1014,0.0,0.0013,0.0,True
2024-03-20,25bp_dec,KAL,CME,30,15.6187,7.8e-05,0.0541,7.8e-05,True
2024-03-20,25bp_dec,CME,KAL,60,77.0933,0.0,0.0008,0.0,True
2024-03-20,25bp_dec,KAL,CME,60,43.2291,0.0,0.0634,0.0,True
2024-03-20,25bp_dec,PM,KAL,1,0.0,0.99956,-0.0,0.99956,False
2024-03-20,25bp_dec,KAL,PM,1,0.0,0.99956,-0.0,0.99956,False
2024-03-20,25bp_dec,PM,KAL,5,0.0,0.999266,-0.0,0.999266,False
2024-03-20,25bp_dec,KAL,PM,5,0.0,0.999267,-0.0,0.999266,False
2024-03-20,25bp_dec,PM,KAL,30,0.9572,0.327907,-0.0001,0.327907,False
2024-03-20,25bp_dec,KAL,PM,30,9.3806,0.002194,0.0334,0.002194,True
