event_date,contract,source_market,target_market,lag_minutes,f_stat,p_value,coef,coef_p_value,is_sig_5pct
2026-03-18,0bp,KAL,PM,30,3.731,0.053412,0.0019,0.053412,False
2026-03-18,0bp,PM,KAL,60,27.1086,0.0,0.0021,0.0,True
2026-03-18,0bp,KAL,PM,60,6.9274,0.008489,0.002,0.008489,True
2026-04-29,0bp,CME,PM,1,4.8818,0.027142,0.0041,0.027142,True
2026-04-29,0bp,PM,CME,1,19.5139,1e-05,0.011,1e-05,True
2026-04-29,0bp,CME,PM,5,26.0878,0.0,0.0065,0.0,True
2026-04-29,0bp,PM,CME,5,0.4148,0.519558,-0.0011,0.519558,False
2026-04-29,0bp,CME,PM,30,18.5691,1.6e-05,0.003,1.6e-05,True
2026-04-29,0bp,PM,CME,30,5.6401,0.017556,0.002,0.017556,True
2026-04-29,0bp,CME,PM,60,12.5476,0.000397,0.002,0.000397,True
2026-04-29,0bp,PM,CME,60,20.2108,7e-06,0.0029,7e-06,True
2026-04-29,0bp,CME,KAL,1,0.0178,0.893806,-0.0003,0.893806,False
2026-04-29,0bp,KAL,CME,1,0.6764,0.410814,0.0019,0.410814,False
2026-04-29,0bp,CME,KAL,5,0.1299,0.718523,0.0005,0.718523,False
2026-04-29,0bp,KAL,CME,5,0.3368,0.561684,-0.0009,0.561684,False
2026-04-29,0bp,CME,KAL,30,4.543,0.033055,0.0016,0.033055,True
2026-04-29,0bp,KAL,CME,30,4.0957,0.042994,0.0014,0.042994,True
2026-04-29,0bp,CME,KAL,60,13.0535,0.000303,0.0022,0.000303,True
2026-04-29,0bp,KAL,CME,60,7.5514,0.005997,0.0015,0.005997,True
2026-04-29,0bp,PM,KAL,1,2.458,0.116928,0.0036,0.116928,False
2026-04-29,0bp,KAL,PM,1,310.7758,0.0,0.0358,0.0,True
2026-04-29,0bp,PM,KAL,5,22.8655,2e-06,0.0073,2e-06,True
2026-04-29,0bp,KAL,PM,5,137.1281,0.0,0.0151,0.0,True
2026-04-29,0bp,PM,KAL,30,70.8614,0.0,0.0064,0.0,True
2026-04-29,0bp,KAL,PM,30,10.5655,0.001152,0.002,0.001152,True
2026-04-29,0bp,PM,KAL,60,38.9962,0.0,0.0038,0.0,True
2026-04-29,0bp,KAL,PM,60,13.4464,0.000246,0.0017,0.000246,True
