created_time,count,count_fp,no_price,no_price_dollars,price,taker_side,ticker,trade_id,yes_price,yes_price_dollars
2024-09-17 20:43:11.768408+00:00,53,53.00,95,0.9500,0.05,no,FEDDECISION-24NOV-H0,10bdcdda-70e6-44ec-af52-2d5cbce3d172,0.05,0.0500
2024-09-17 22:55:33.316243+00:00,17,17.00,95,0.9500,0.05,no,FEDDECISION-24NOV-H0,e0553eed-529a-442a-b71e-756bbbbf9f68,0.05,0.0500
2024-09-17 23:37:12.615169+00:00,180,180.00,95,0.9500,0.05,no,FEDDECISION-24NOV-H0,27ce85d7-0d41-46b8-a7b8-af73313b91d6,0.05,0.0500
2024-09-18 00:52:44.485362+00:00,117,117.00,92,0.9200,0.08,yes,FEDDECISION-24NOV-H0,fefd45a9-9214-4c9c-9ca1-8661c5a3a6ca,0.08,0.0800
2024-09-18 12:04:04.735375+00:00,117,117.00,92,0.9200,0.08,yes,FEDDECISION-24NOV-H0,061399ae-c272-4fb8-9c99-3314d2276598,0.08,0.0800
2024-09-18 15:18:42.204848+00:00,1500,1500.00,95,0.9500,0.05,no,FEDDECISION-24NOV-H0,f4d14714-17a9-49d1-8664-66fae77d7822,0.05,0.0500
2024-09-18 17:44:20.913732+00:00,100,100.00,99,0.9900,0.01,no,FEDDECISION-24NOV-H0,1621fbe3-a5d7-4d43-a078-483bfa722eda,0.01,0.0100
2024-09-18 17:49:02.282333+00:00,100,100.00,93,0.9300,0.07,yes,FEDDECISION-24NOV-H0,37c6a0af-a2f0-4563-81f7-2a6d793f7ad3,0.07,0.0700
2024-09-18 18:01:58.602498+00:00,18,18.00,97,0.9700,0.03,yes,FEDDECISION-24NOV-H0,9aaae3db-99c7-4e37-955f-8e7afa203be1,0.03,0.0300
2024-09-18 18:02:05.866258+00:00,100,100.00,97,0.9700,0.03,no,FEDDECISION-24NOV-H0,aed5e14d-3b24-4cce-abda-756b00754f8e,0.03,0.0300
2024-09-18 18:02:13.273728+00:00,400,400.00,97,0.9700,0.03,no,FEDDECISION-24NOV-H0,eca292cd-2b62-4d8d-b6a8-aa437ef64ce3,0.03,0.0300
2024-09-18 18:02:16.703273+00:00,400,400.00,93,0.9300,0.07,yes,FEDDECISION-24NOV-H0,4d3675b6-bf30-40b5-9a8c-40b7e9ce6ceb,0.07,0.0700
2024-09-18 18:02:16.703273+00:00,17,17.00,95,0.9500,0.05,yes,FEDDECISION-24NOV-H0,c33ba24b-3e95-4904-aea2-6da102544273,0.05,0.0500
2024-09-18 18:02:16.703273+00:00,555,555.00,93,0.9300,0.07,yes,FEDDECISION-24NOV-H0,fe46b9b3-8ec0-4a82-8113-18828115949f,0.07,0.0700
2024-09-18 18:02:28.071627+00:00,270,270.00,97,0.9700,0.03,no,FEDDECISION-24NOV-H0,b23db640-6625-45a9-8f71-b8ebbe6f03e2,0.03,0.0300
2024-09-18 18:02:35.726916+00:00,50,50.00,97,0.9700,0.03,no,FEDDECISION-24NOV-H0,6874ccbe-d299-4034-8e58-aca001662ff9,0.03,0.0300
2024-09-18 18:04:31.869904+00:00,180,180.00,95,0.9500,0.05,no,FEDDECISION-24NOV-H0,48179c8c-708c-42cc-a522-36afd32ee6d5,0.05,0.0500
