created_time,count,count_fp,no_price,no_price_dollars,price,taker_side,ticker,trade_id,yes_price,yes_price_dollars
2024-10-30 15:26:24.516557+00:00,25,25.00,90,0.9000,0.1,no,KXFEDDECISION-24DEC-H0,e802b3e1-7e7b-4dea-98b4-0273e4b48ee7,0.1,0.1000
2024-10-30 18:00:05.573659+00:00,110,110.00,10,0.1000,0.9,yes,KXFEDDECISION-24DEC-H0,5a792f28-3bcd-4ac2-86ea-3a9cf83ab4d4,0.9,0.9000
2024-10-30 20:29:35.341809+00:00,7,7.00,82,0.8200,0.18,no,KXFEDDECISION-24DEC-H0,d4119226-6355-47da-92ca-870ca819e68f,0.18,0.1800
2024-10-30 21:03:44.704444+00:00,5,5.00,81,0.8100,0.19,no,KXFEDDECISION-24DEC-H0,79416482-3920-4867-95ba-27a426b01691,0.19,0.1900
2024-10-30 21:03:44.704444+00:00,2,2.00,81,0.8100,0.19,no,KXFEDDECISION-24DEC-H0,05e64273-4337-4fbd-b6bb-11cdbac09cf5,0.19,0.1900
2024-10-30 21:03:44.704444+00:00,4,4.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,0b664637-ced3-4f15-bae3-3a55a0f56dbf,0.16,0.1600
2024-10-30 21:03:44.704444+00:00,1,1.00,82,0.8200,0.18,no,KXFEDDECISION-24DEC-H0,25ebb3f3-93b9-45f7-a686-c2b146d937d5,0.18,0.1800
2024-10-30 22:22:08.145285+00:00,1,1.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,387dafc6-7edd-4c9a-9aee-ebe6e0c172ae,0.16,0.1600
2024-10-30 22:23:23.265883+00:00,5,5.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,c3bd6688-f398-4b23-8f98-332102b09b03,0.16,0.1600
2024-10-30 22:51:28.815980+00:00,6,6.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,f52e67dc-7197-4556-a198-d9a5adff5b03,0.16,0.1600
2024-10-31 00:06:19.633783+00:00,6,6.00,83,0.8300,0.17,no,KXFEDDECISION-24DEC-H0,31eebf76-d3ea-4057-9bb7-22bd4e7336b4,0.17,0.1700
2024-10-31 00:06:19.714494+00:00,36,36.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,c1378cda-ff3f-4178-aa1d-47aa95969253,0.16,0.1600
2024-10-31 00:06:19.769407+00:00,6,6.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,c01ab6e9-8c92-45f6-b21d-45e4b7ab4e74,0.16,0.1600
2024-10-31 00:12:06.241611+00:00,17,17.00,84,0.8400,0.16,no,KXFEDDECISION-24DEC-H0,586bf411-b1d8-4165-80f2-8860396a0db7,0.16,0.1600
2024-10-31 02:58:36.869896+00:00,6,6.00,31,0.3100,0.69,yes,KXFEDDECISION-24DEC-H0,11012a53-ec48-4031-a55d-148a17149c2c,0.69,0.6900
2024-10-31 12:27:19.062463+00:00,8,8.00,60,0.6000,0.4,no,KXFEDDECISION-24DEC-H0,9fb5b78f-f77f-40c2-a3d3-4dc96657c3f0,0.4,0.4000
2024-10-31 13:48:55.689007+00:00,1,1.00,55,0.5500,0.45,yes,KXFEDDECISION-24DEC-H0,3012b854-b332-43da-81bc-85a0ab2c0add,0.45,0.4500
2024-10-31 13:48:55.689007+00:00,1,1.00,56,0.5600,0.44,yes,KXFEDDECISION-24DEC-H0,d11b666f-2f9e-4b98-a98f-e8949724b3fc,0.44,0.4400
2024-10-31 14:57:32.270699+00:00,62,62.00,60,0.6000,0.4,no,KXFEDDECISION-24DEC-H0,b40de8ea-465b-4b77-b157-f73266696a12,0.4,0.4000
2024-10-31 14:57:32.270699+00:00,9,9.00,59,0.5900,0.41,no,KXFEDDECISION-24DEC-H0,cbbf69f7-1c33-42c4-8c9b-3e7531c61805,0.41,0.4100
2024-10-31 15:19:49.544246+00:00,3,3.00,59,0.5900,0.41,yes,KXFEDDECISION-24DEC-H0,db4d4f20-0640-40c1-9c6f-b5177429b63e,0.41,0.4100
2024-10-31 15:19:49.544246+00:00,8,8.00,57,0.5700,0.43,yes,KXFEDDECISION-24DEC-H0,c9621f2e-6fbd-4fbc-a088-f3bc9c5a13cd,0.43,0.4300
2024-10-31 15:19:49.544246+00:00,3,3.00,60,0.6000,0.4,yes,KXFEDDECISION-24DEC-H0,3565aa48-1fca-44db-a40d-f11d9c3ef7b8,0.4,0.4000
2024-10-31 15:19:49.544246+00:00,8,8.00,56,0.5600,0.44,yes,KXFEDDECISION-24DEC-H0,0ecf35b2-ac5a-4c2d-92e2-e1b6ca1e6e2b,0.44,0.4400
2024-10-31 15:50:36.705838+00:00,14,14.00,55,0.5500,0.45,yes,KXFEDDECISION-24DEC-H0,52882bbc-967d-45b0-bfbb-f3ffe651246e,0.45,0.4500
2024-10-31 15:50:36.705838+00:00,7,7.00,54,0.5400,0.46,yes,KXFEDDECISION-24DEC-H0,dd12d8d2-abab-4164-b66e-f063542b35a1,0.46,0.4600
2024-10-31 18:15:48.248324+00:00,9,9.00,49,0.4900,0.51,yes,KXFEDDECISION-24DEC-H0,1c6f15e5-7960-4531-a4ec-bd56cf64c99f,0.51,0.5100
2024-10-31 19:45:02.581881+00:00,4,4.00,41,0.4100,0.59,yes,KXFEDDECISION-24DEC-H0,fe25f8e3-6921-4863-86f5-f78f83cb9643,0.59,0.5900
2024-10-31 19:45:02.581881+00:00,1,1.00,41,0.4100,0.59,yes,KXFEDDECISION-24DEC-H0,f1ce8b31-bf5f-4594-94fd-a125fde1e776,0.59,0.5900
2024-10-31 19:45:02.581881+00:00,6,6.00,40,0.4000,0.6,yes,KXFEDDECISION-24DEC-H0,ecad9c43-b019-455c-acda-6d8c4530804c,0.6,0.6000
2024-10-31 19:45:02.581881+00:00,2,2.00,40,0.4000,0.6,yes,KXFEDDECISION-24DEC-H0,e2729a22-7755-46a2-b0d4-6c7bece257aa,0.6,0.6000
