created_time,count,no_price_dollars,taker_side,ticker,trade_id,yes_price
2024-05-01 18:39:36.056356+00:00,1000,0.96,yes,FEDDECISION-24JUN-C25,f7b2ae5a-2447-4ffc-874a-955894279d18,0.04
2024-05-02 13:50:05.650802+00:00,5000,0.96,no,FEDDECISION-24JUN-C25,a40f9a16-dd14-47b9-bbb4-bdd393bf4ba3,0.04
2024-05-02 14:44:03.339311+00:00,100,0.95,yes,FEDDECISION-24JUN-C25,ff9dd28c-bae6-4f20-afac-688692a598d1,0.05
2024-05-02 14:44:03.339311+00:00,87,0.95,yes,FEDDECISION-24JUN-C25,3e6528b3-bb7c-460a-8901-510135e19a1e,0.05
2024-05-02 15:29:58.492306+00:00,4913,0.95,yes,FEDDECISION-24JUN-C25,5e7b960f-7221-4fdd-a7eb-570596af9ba1,0.05
2024-05-02 19:00:03.730999+00:00,102,0.95,no,FEDDECISION-24JUN-C25,2c994e1f-e295-4860-9e0b-e4c54dfc6747,0.05
2024-05-02 19:21:46.986727+00:00,102,0.95,no,FEDDECISION-24JUN-C25,618cf296-513f-4df7-86d3-39a398480923,0.05
2024-05-02 22:11:13.142981+00:00,46,0.95,no,FEDDECISION-24JUN-C25,e654d461-0b43-4160-88f4-1255dfb0ce44,0.05
2024-05-03 12:40:35.415744+00:00,200,0.93,yes,FEDDECISION-24JUN-C25,cea9420b-b4a1-4f57-91e7-fabd83791679,0.07
2024-05-03 12:46:18.179183+00:00,410,0.91,no,FEDDECISION-24JUN-C25,ae512f5d-0383-4ac1-9934-f8dc59af5cc9,0.09
2024-05-03 12:49:18.422632+00:00,97,0.9,no,FEDDECISION-24JUN-C25,362f7a0d-1e6a-4c93-a2ed-7343ae04c42f,0.1
2024-05-03 12:53:01.328691+00:00,3000,0.91,no,FEDDECISION-24JUN-C25,40448a06-5ca3-4234-8996-0f145656a362,0.09
2024-05-03 13:03:40.797921+00:00,500,0.92,no,FEDDECISION-24JUN-C25,4bde5bc9-cbdd-4def-9e5c-f5567a187c2d,0.08
2024-05-03 13:04:10.198626+00:00,125,0.92,no,FEDDECISION-24JUN-C25,928a035a-8d75-4a58-b964-4ac0f5bcb821,0.08
2024-05-03 13:05:55.698415+00:00,375,0.92,no,FEDDECISION-24JUN-C25,d92da1e2-97d6-489d-a393-0700819d218c,0.08
2024-05-03 13:05:55.802223+00:00,500,0.92,no,FEDDECISION-24JUN-C25,2defc1c3-39fc-4575-aef9-6648be925bc9,0.08
2024-05-03 13:05:55.894257+00:00,500,0.92,no,FEDDECISION-24JUN-C25,cd2c5c25-3bd8-4a5f-ace1-56cedc871362,0.08
2024-05-03 13:05:55.950654+00:00,500,0.92,no,FEDDECISION-24JUN-C25,7fd88083-9fe7-42be-befa-5d4e1c719a87,0.08
2024-05-03 13:05:55.984865+00:00,500,0.92,no,FEDDECISION-24JUN-C25,909d3c1c-f001-476a-9541-358672779536,0.08
2024-05-03 13:05:56.047088+00:00,500,0.92,no,FEDDECISION-24JUN-C25,d4608131-7179-47ca-b990-ee0ee866b792,0.08
2024-05-03 13:05:56.110962+00:00,325,0.92,no,FEDDECISION-24JUN-C25,572b5ff6-9c17-429b-a934-f530b68c5374,0.08
2024-05-03 13:34:08.730563+00:00,10,0.93,no,FEDDECISION-24JUN-C25,f3f56e99-d750-4b24-9a23-aca881aa3baf,0.07
2024-05-03 19:11:52.916200+00:00,3000,0.94,no,FEDDECISION-24JUN-C25,96a3dfac-9b57-4e67-ba09-6b50f23947aa,0.06
2024-05-04 18:24:18.896359+00:00,22,0.94,yes,FEDDECISION-24JUN-C25,3c0f8d49-3bdf-4af8-a38f-54c386700e82,0.06
2024-05-05 14:42:26.451716+00:00,15,0.94,yes,FEDDECISION-24JUN-C25,32cf3bd0-8539-4dc6-836c-0e5459b1388e,0.06
2024-05-06 13:32:44.051527+00:00,2000,0.94,yes,FEDDECISION-24JUN-C25,e1ddf30c-1a0a-4d63-9599-2a634de45e4c,0.06
2024-05-06 13:32:44.051527+00:00,5963,0.94,yes,FEDDECISION-24JUN-C25,6dfca5ac-bd04-4fdb-8338-0a592f1923c3,0.06
2024-05-06 13:32:44.051527+00:00,5000,0.94,yes,FEDDECISION-24JUN-C25,6a7f92f5-dc45-4ff5-8b31-012ce8ae3b2c,0.06
2024-05-06 19:52:29.433445+00:00,2000,0.94,no,FEDDECISION-24JUN-C25,0b5807bd-1209-4f08-8b92-f66eaea5b3bd,0.06
2024-05-07 13:56:46.314504+00:00,481,0.94,yes,FEDDECISION-24JUN-C25,66e96c39-cec2-4c5e-903b-6a27d3daacb3,0.06
2024-05-07 16:52:04.549160+00:00,9519,0.94,yes,FEDDECISION-24JUN-C25,0a1688d6-af3c-41b1-918f-97ecafff7eb4,0.06
2024-05-07 16:52:04.549160+00:00,500,0.94,yes,FEDDECISION-24JUN-C25,639a9518-1df8-4423-8125-74a2ee4dc646,0.06
2024-05-07 16:52:04.682597+00:00,500,0.94,no,FEDDECISION-24JUN-C25,78de48c1-2847-4a8e-85b3-d4441d461759,0.06
2024-05-07 16:52:04.734972+00:00,500,0.94,no,FEDDECISION-24JUN-C25,f36dd852-fd32-4dce-a259-68370b8823ee,0.06
2024-05-07 16:52:04.853027+00:00,500,0.94,yes,FEDDECISION-24JUN-C25,c2978804-8fa2-4cd1-985a-be3022cc60a3,0.06
2024-05-07 16:52:04.971692+00:00,500,0.94,no,FEDDECISION-24JUN-C25,4bab2be6-14db-4ce6-89b9-bbc53377fdb1,0.06
2024-05-07 16:52:05.036663+00:00,500,0.94,no,FEDDECISION-24JUN-C25,6fc7cceb-8ad7-484d-8a6b-d6604193a03b,0.06
2024-05-07 16:52:05.114654+00:00,500,0.94,no,FEDDECISION-24JUN-C25,5992f2a3-5efd-431d-985e-bb7518feae66,0.06
2024-05-07 16:52:05.176126+00:00,500,0.94,no,FEDDECISION-24JUN-C25,c3137fee-56c2-4009-b26c-d676ec2091de,0.06
2024-05-07 16:52:05.233005+00:00,500,0.94,no,FEDDECISION-24JUN-C25,e2ddecb8-c22d-4cde-b596-e64194cca015,0.06
2024-05-07 16:52:05.312114+00:00,500,0.94,no,FEDDECISION-24JUN-C25,b38c8e98-9c33-48ef-9054-27974501c66c,0.06
2024-05-07 16:52:05.376054+00:00,500,0.94,no,FEDDECISION-24JUN-C25,06416069-a22a-4240-a6ce-1b81feeab128,0.06
2024-05-07 16:52:05.431964+00:00,500,0.94,no,FEDDECISION-24JUN-C25,de0b81bf-143f-4202-8b12-41d3b7e5116e,0.06
2024-05-07 16:52:05.494087+00:00,500,0.94,no,FEDDECISION-24JUN-C25,4fc681bd-c806-4753-97ed-723abe31cc0f,0.06
2024-05-07 16:52:05.551265+00:00,500,0.94,no,FEDDECISION-24JUN-C25,67007216-38fe-4fd8-b045-da0816a66571,0.06
2024-05-07 16:52:05.644454+00:00,500,0.94,no,FEDDECISION-24JUN-C25,550afe34-0dc5-4572-b75f-b488330c2eab,0.06
2024-05-07 16:52:05.693348+00:00,500,0.94,no,FEDDECISION-24JUN-C25,7c784aa1-dada-4ca9-8233-48f39561604c,0.06
2024-05-07 17:12:11.402341+00:00,3000,0.94,no,FEDDECISION-24JUN-C25,53ff3ef7-419b-4e49-98bc-11be6773ae75,0.06
2024-05-07 18:03:19.491648+00:00,12000,0.94,no,FEDDECISION-24JUN-C25,e599412b-1f37-45bc-8aa7-6830aafcc470,0.06
2024-05-07 18:03:19.491648+00:00,2750,0.94,no,FEDDECISION-24JUN-C25,0f7c673b-a2e1-4b32-be8b-fd40fedb783e,0.06
2024-05-07 20:03:31.990112+00:00,9000,0.94,yes,FEDDECISION-24JUN-C25,6eae50dc-e6e8-450a-9529-f76f271f991c,0.06
2024-05-08 15:02:58.421940+00:00,4000,0.94,no,FEDDECISION-24JUN-C25,b54da99a-783c-4435-9572-f18d5ba11646,0.06
2024-05-08 15:02:58.421940+00:00,10000,0.94,no,FEDDECISION-24JUN-C25,1639509a-4a98-4652-a82e-9ec34a3267e2,0.06
2024-05-08 15:27:25.423123+00:00,5000,0.94,no,FEDDECISION-24JUN-C25,dd765619-ce6c-4a1b-a9ea-d927192b4716,0.06
2024-05-08 17:19:58.267496+00:00,2000,0.94,no,FEDDECISION-24JUN-C25,15f0ef46-c942-4a21-9d09-20f8af63ce81,0.06
2024-05-08 17:19:58.267496+00:00,3000,0.94,no,FEDDECISION-24JUN-C25,702cdee0-64d3-4942-986b-6ba727667d19,0.06
2024-05-08 17:20:27.266054+00:00,3000,0.94,no,FEDDECISION-24JUN-C25,59d9aa22-a1b7-4058-96ad-8350a17bbfa5,0.06
2024-05-08 17:30:23.692427+00:00,35,0.94,yes,FEDDECISION-24JUN-C25,33584463-fd88-4864-a90e-ac0146cda937,0.06
2024-05-08 17:30:23.692427+00:00,666,0.94,yes,FEDDECISION-24JUN-C25,eb8b3674-b3aa-44ab-8f82-b571e48b9661,0.06
2024-05-08 17:32:12.903023+00:00,1000,0.94,yes,FEDDECISION-24JUN-C25,88532cf4-4a7f-424b-aa4f-3ddf7d3085dd,0.06
2024-05-08 17:32:12.903023+00:00,35,0.94,yes,FEDDECISION-24JUN-C25,b206bece-e18a-401d-9678-bbeacc42531f,0.06
2024-05-09 18:20:29.492168+00:00,156,0.94,yes,FEDDECISION-24JUN-C25,4980e460-8750-48b2-bae6-cc170fdb2486,0.06
2024-05-09 22:14:18.210765+00:00,78,0.94,yes,FEDDECISION-24JUN-C25,198643f6-2a5c-4080-923c-ea769841673e,0.06
2024-05-10 15:57:22.736474+00:00,15,0.94,yes,FEDDECISION-24JUN-C25,aa8225da-e53e-4ca1-8460-50cd2653b7ad,0.06
2024-05-10 22:17:14.336454+00:00,156,0.94,yes,FEDDECISION-24JUN-C25,c21e7de7-996c-41a9-b52a-84453bb1ab5c,0.06
2024-05-12 16:25:20.547343+00:00,781,0.94,yes,FEDDECISION-24JUN-C25,4c9de0b8-5c86-48d8-9297-c5b29962cf7f,0.06
2024-05-12 19:09:36.929989+00:00,1000,0.95,no,FEDDECISION-24JUN-C25,c2a1254b-b261-4daf-8823-d6b3037b029e,0.05
2024-05-13 15:03:49.356975+00:00,1500,0.95,no,FEDDECISION-24JUN-C25,84636bab-a178-45a1-b2fa-6a9f8236f8b3,0.05
2024-05-13 18:18:35.106611+00:00,2500,0.95,no,FEDDECISION-24JUN-C25,7575c3a4-2d05-4e26-9457-d752406ccca4,0.05
2024-05-13 18:18:35.106611+00:00,3500,0.95,no,FEDDECISION-24JUN-C25,91b73ad9-7608-4272-8fb1-ad63570e218d,0.05
2024-05-13 18:18:35.106611+00:00,5000,0.95,no,FEDDECISION-24JUN-C25,e707ba90-c428-4ead-82fa-c624fef18a7c,0.05
2024-05-13 18:18:35.106611+00:00,3000,0.95,no,FEDDECISION-24JUN-C25,fcd46cab-5c37-4951-b74b-30da855cd88f,0.05
2024-05-13 18:21:08.678462+00:00,9000,0.95,no,FEDDECISION-24JUN-C25,9a1c3364-3a88-425f-81f7-07666b63deb7,0.05
2024-05-13 18:21:08.678462+00:00,5000,0.95,no,FEDDECISION-24JUN-C25,5acab334-e50d-4972-b540-0872b3ecaa67,0.05
2024-05-14 14:22:54.308807+00:00,5000,0.96,no,FEDDECISION-24JUN-C25,6e641984-12fe-4c6b-919f-dee8fec6174a,0.04
2024-05-14 14:26:06.783905+00:00,189,0.97,no,FEDDECISION-24JUN-C25,12893d0f-1469-465f-91b0-a6f02534c030,0.03
2024-05-14 14:26:06.786649+00:00,189,0.97,no,FEDDECISION-24JUN-C25,dcdd8801-e145-4a55-9a08-abfab96f88dc,0.03
2024-05-14 14:31:26.573183+00:00,7500,0.96,yes,FEDDECISION-24JUN-C25,1d4bae81-6c7b-4ce7-88f6-fb80e66cfa08,0.04
2024-05-14 14:41:12.256901+00:00,188,0.97,no,FEDDECISION-24JUN-C25,82b958bd-8e7b-4dcb-b117-8dd21be56678,0.03
2024-05-14 14:41:47.891321+00:00,10500,0.96,yes,FEDDECISION-24JUN-C25,43b0e39b-e409-48f0-8f37-0d38d366cb25,0.04
2024-05-14 14:41:47.891321+00:00,2500,0.96,yes,FEDDECISION-24JUN-C25,babc8f4e-f3f3-4178-a894-f7f51e939909,0.04
2024-05-14 17:49:36.761410+00:00,234,0.96,yes,FEDDECISION-24JUN-C25,70681436-e4bd-4ede-a145-d5e380149389,0.04
2024-05-14 18:16:15.467414+00:00,16766,0.96,yes,FEDDECISION-24JUN-C25,2bded300-eefe-488b-a0ed-1a9fbf9727e6,0.04
2024-05-14 18:16:15.467414+00:00,1000,0.96,yes,FEDDECISION-24JUN-C25,4080d443-18a2-4db6-9be0-dc28745955b9,0.04
2024-05-14 18:38:55.897773+00:00,116,0.96,no,FEDDECISION-24JUN-C25,6d28fabd-5592-4952-b6da-78d0dee88438,0.04
2024-05-14 19:42:37.908599+00:00,7118,0.96,no,FEDDECISION-24JUN-C25,66683e7d-db49-4362-b2c1-976841eddec0,0.04
2024-05-14 20:45:02.916809+00:00,3000,0.95,yes,FEDDECISION-24JUN-C25,4594f060-7834-480a-88db-e4fdf2996b38,0.05
2024-05-14 20:45:02.916809+00:00,1000,0.95,yes,FEDDECISION-24JUN-C25,d46414bb-e4cd-488b-9710-726c097a26c8,0.05
2024-05-14 20:59:00.095728+00:00,6000,0.95,no,FEDDECISION-24JUN-C25,8dbc619a-2368-4fbc-a3fd-278f2c3567fb,0.05
2024-05-14 23:45:43.808577+00:00,10118,0.95,yes,FEDDECISION-24JUN-C25,32a7b4ae-d439-4f21-b987-d5efae74668f,0.05
2024-05-14 23:45:47.632866+00:00,9882,0.95,yes,FEDDECISION-24JUN-C25,a10020fd-66ef-4769-8af3-5c297416e9ab,0.05
2024-05-14 23:57:45.059241+00:00,10,0.95,yes,FEDDECISION-24JUN-C25,05135960-4112-4c1e-83b1-b3f81825185b,0.05
2024-05-15 00:35:05.172490+00:00,6990,0.95,yes,FEDDECISION-24JUN-C25,3463fff7-3d7f-43a9-8621-bdd8eef082c5,0.05
2024-05-15 01:50:11.239747+00:00,390,0.94,yes,FEDDECISION-24JUN-C25,47c40a78-2226-4b97-890c-cec4cd242540,0.06
2024-05-15 01:56:32.190612+00:00,15,0.94,yes,FEDDECISION-24JUN-C25,8694d656-5585-4095-938d-4a55c14a7eef,0.06
2024-05-15 03:01:23.779180+00:00,78,0.94,yes,FEDDECISION-24JUN-C25,085fded0-a719-49e7-be1b-8d24d21e7881,0.06
2024-05-15 12:18:32.238804+00:00,10000,0.95,no,FEDDECISION-24JUN-C25,283d7c38-a303-4e17-87c9-095e6ba0f73c,0.05
