created_time,count,no_price_dollars,taker_side,ticker,trade_id,yes_price
2024-10-30 15:26:24.408154+00:00,25,0.01,yes,KXFEDDECISION-24DEC-C25,1ea0705f-e785-4153-bd82-d709342a7eae,0.99
2024-10-30 22:22:08.052567+00:00,1,0.12,yes,KXFEDDECISION-24DEC-C25,290b5254-43a7-4cc6-9510-75bb1d8352d7,0.88
2024-10-30 22:23:23.174938+00:00,5,0.12,yes,KXFEDDECISION-24DEC-C25,a3891f86-ce3c-4113-9802-45b882c722fd,0.88
2024-10-30 22:23:23.174938+00:00,6,0.11,yes,KXFEDDECISION-24DEC-C25,7c8406b1-f3e4-44c0-a67e-979c8f79ab16,0.89
2024-10-30 22:51:28.744689+00:00,6,0.12,yes,KXFEDDECISION-24DEC-C25,b4b27e91-3ffe-458b-a140-78b0cb61fc9b,0.88
2024-10-30 22:51:28.744689+00:00,5,0.11,yes,KXFEDDECISION-24DEC-C25,7c47c1e7-c716-4c89-8568-73e4d74482c4,0.89
2024-10-31 00:06:19.565835+00:00,6,0.12,yes,KXFEDDECISION-24DEC-C25,4ca796a1-4b3b-48a8-975c-deee989b7b78,0.88
2024-10-31 00:06:19.717690+00:00,36,0.12,no,KXFEDDECISION-24DEC-C25,d7544eb8-0794-422a-991b-2a32caa43909,0.88
2024-10-31 00:06:19.786617+00:00,6,0.12,no,KXFEDDECISION-24DEC-C25,e38899c6-2b81-4804-b883-51014cc894fa,0.88
2024-10-31 20:08:39.176347+00:00,11,0.14,yes,KXFEDDECISION-24DEC-C25,0ce1988b-73b1-47b2-9cb4-a1ae0766b04a,0.86
2024-10-31 22:20:59.889354+00:00,30,0.15,yes,KXFEDDECISION-24DEC-C25,af3e794b-ffd6-4ec1-a535-57c0f6d48c48,0.85
2024-10-31 22:20:59.889354+00:00,11,0.12,yes,KXFEDDECISION-24DEC-C25,269a356b-5316-4a91-9700-400544519d1d,0.88
2024-10-31 22:20:59.889354+00:00,5,0.14,yes,KXFEDDECISION-24DEC-C25,f7410f38-c93d-48d0-a273-5e71d773b7df,0.86
2024-10-31 23:14:06.613755+00:00,2,0.13,yes,KXFEDDECISION-24DEC-C25,03cac613-0c03-4239-853f-0b097c2b4b9c,0.87
2024-11-01 01:29:18.215921+00:00,30,0.15,yes,KXFEDDECISION-24DEC-C25,6c891c02-fdb2-42cc-a973-e8ff9b245cb7,0.85
2024-11-01 01:29:18.215921+00:00,89,0.12,yes,KXFEDDECISION-24DEC-C25,b9851deb-e0ef-4d04-85f8-e4ce6738d3ab,0.88
2024-11-01 01:29:18.215921+00:00,5,0.14,yes,KXFEDDECISION-24DEC-C25,e572ee41-37a4-4651-bb0d-aaae4c982daa,0.86
2024-11-01 01:29:18.215921+00:00,5,0.11,yes,KXFEDDECISION-24DEC-C25,6af25a14-4027-4677-b23f-b3260a101930,0.89
2024-11-01 14:26:08.813456+00:00,22,0.11,yes,KXFEDDECISION-24DEC-C25,3b0c8452-f749-40fe-ba33-4f6d422e4caf,0.89
2024-11-01 15:15:47.422676+00:00,3,0.53,no,KXFEDDECISION-24DEC-C25,35fd6860-674a-4a26-ae01-db6563fdedf2,0.47
2024-11-01 15:15:47.422676+00:00,2,0.53,no,KXFEDDECISION-24DEC-C25,72b3b945-0ded-4061-b86a-877151c13a3c,0.47
2024-11-01 15:15:47.422676+00:00,8,0.44,no,KXFEDDECISION-24DEC-C25,9403d3da-2eba-4325-b561-d7cdec17e547,0.56
2024-11-01 15:15:47.422676+00:00,2,0.53,no,KXFEDDECISION-24DEC-C25,a5d5f394-e4b1-40e0-93b7-b2a055019ecd,0.47
2024-11-01 15:15:47.422676+00:00,4,0.52,no,KXFEDDECISION-24DEC-C25,bbd96cd5-e1ce-4ba0-a03c-c43aa1c1d0ce,0.48
2024-11-01 15:55:55.786815+00:00,2,0.31,yes,KXFEDDECISION-24DEC-C25,3eebdb3b-a2e0-46dd-9ed0-30379f92581c,0.69
