created_time,count,no_price_dollars,taker_side,ticker,trade_id,yes_price
2023-04-12 12:01:59.444925+00:00,50,0.99,no,FEDDECISION-23MAY-C25,af76eda7-c625-439e-bf17-73e6a0a77335,0.01
2023-04-12 14:09:19.848101+00:00,39,0.99,no,FEDDECISION-23MAY-C25,93570661-5c8b-47ae-9d36-cf8822e014b3,0.01
2023-04-12 14:50:38.046983+00:00,39,0.99,no,FEDDECISION-23MAY-C25,809eeab4-e2e3-4362-bae5-77020efba9db,0.01
2023-04-12 18:08:16.753079+00:00,99,0.99,no,FEDDECISION-23MAY-C25,03c2db47-d12a-4578-81bd-eb346b5f6de8,0.01
2023-04-12 18:08:16.769572+00:00,37,0.99,no,FEDDECISION-23MAY-C25,ae49249c-e745-4735-bfec-6276f12f9263,0.01
2023-04-12 18:08:16.772625+00:00,99,0.99,no,FEDDECISION-23MAY-C25,6068e092-c1c2-4f19-8d8e-313bed0beef0,0.01
2023-04-13 13:51:54.149398+00:00,25,0.99,no,FEDDECISION-23MAY-C25,4ddb778f-e6a6-4c51-abfb-efebc7b5eb1f,0.01
2023-04-13 13:51:59.248151+00:00,24,0.99,no,FEDDECISION-23MAY-C25,56dc313d-95ee-4dcf-90cc-c3d5912ed2c0,0.01
2023-04-13 13:52:04.954736+00:00,24,0.99,no,FEDDECISION-23MAY-C25,ba8867f7-eb18-4ee6-b6d0-4ae73f28c432,0.01
2023-04-13 13:52:14.361639+00:00,24,0.99,no,FEDDECISION-23MAY-C25,e483f1d5-6e6b-4129-964b-b51ae318bc55,0.01
2023-04-13 13:52:18.444073+00:00,24,0.99,no,FEDDECISION-23MAY-C25,a944b288-3a28-430e-b6ad-296e89112c4f,0.01
2023-04-13 13:53:25.582203+00:00,24,0.99,no,FEDDECISION-23MAY-C25,00d26160-b0e7-42df-80fb-d6ccfeb9f9c0,0.01
2023-04-13 13:53:28.746483+00:00,24,0.99,no,FEDDECISION-23MAY-C25,c3ab7e34-e543-475c-a16f-06d493889be2,0.01
2023-04-13 13:53:32.444200+00:00,24,0.99,no,FEDDECISION-23MAY-C25,e98f9a4b-ed73-4104-88d0-0268794db403,0.01
2023-04-13 13:53:35.353473+00:00,24,0.99,no,FEDDECISION-23MAY-C25,fa88150c-518c-4314-80f9-a3eb66d82806,0.01
2023-04-13 13:53:38.546535+00:00,24,0.99,no,FEDDECISION-23MAY-C25,6cba0eb2-6011-4c17-9b8f-26236b6771da,0.01
2023-04-13 13:53:42.349429+00:00,24,0.99,no,FEDDECISION-23MAY-C25,7c7eb4cd-d443-418d-9954-7142b570d1be,0.01
2023-04-13 13:53:46.456928+00:00,24,0.99,no,FEDDECISION-23MAY-C25,bef6d82b-9820-462b-b482-db4fa09aa3da,0.01
2023-04-13 13:53:50.248127+00:00,24,0.99,no,FEDDECISION-23MAY-C25,8e7efc25-f18a-42c5-9717-abab32f17626,0.01
2023-04-13 13:54:21.645761+00:00,24,0.99,no,FEDDECISION-23MAY-C25,5c7647e8-fcea-4d97-9d12-47056522d3dc,0.01
2023-04-13 13:54:24.645879+00:00,24,0.99,no,FEDDECISION-23MAY-C25,436f879d-57d7-4538-b9ef-44ed7a3b1451,0.01
2023-04-13 13:54:28.247565+00:00,24,0.99,no,FEDDECISION-23MAY-C25,6288f610-ea2a-446e-b652-296f3f866b6e,0.01
2023-04-13 13:54:31.459753+00:00,24,0.99,no,FEDDECISION-23MAY-C25,265ce29e-0d5b-437b-bec6-e4e5c3a81d2d,0.01
2023-04-13 13:54:35.351177+00:00,24,0.99,no,FEDDECISION-23MAY-C25,00c9b7a1-4600-4ff5-8986-9ee6ef7dd097,0.01
2023-04-13 13:54:38.749811+00:00,24,0.99,no,FEDDECISION-23MAY-C25,5db1ace2-1195-49a8-a633-0149a894fbf0,0.01
2023-04-13 13:54:40.969586+00:00,24,0.99,no,FEDDECISION-23MAY-C25,afdc68e0-85ea-489f-b915-0a7ea65e4eef,0.01
2023-04-13 13:54:55.255586+00:00,24,0.99,no,FEDDECISION-23MAY-C25,f5a55ff3-d8c2-4d1d-ae3b-6fc2a5503469,0.01
2023-04-13 13:54:57.954223+00:00,24,0.99,no,FEDDECISION-23MAY-C25,10dd759d-71e9-4910-a5f8-2c615fc29d62,0.01
2023-04-13 13:55:08.349033+00:00,24,0.99,no,FEDDECISION-23MAY-C25,cbfffeef-f618-4732-bbb6-a9935a30266b,0.01
2023-04-13 13:55:31.045549+00:00,24,0.99,no,FEDDECISION-23MAY-C25,01cbad64-599f-4081-bc0f-fabcbd471f32,0.01
2023-04-13 13:55:43.052960+00:00,24,0.99,no,FEDDECISION-23MAY-C25,96aa3ff9-d6a0-4fed-980a-9f14ef2969ab,0.01
2023-04-13 15:11:08.949750+00:00,20,0.99,no,FEDDECISION-23MAY-C25,2abba768-3a0d-4afb-97bc-5ae81cf6367a,0.01
2023-04-13 15:15:04.056868+00:00,17,0.99,no,FEDDECISION-23MAY-C25,a1e2dfb8-e6a0-4499-9107-e302ad84fa48,0.01
2023-04-13 15:20:21.548169+00:00,17,0.99,no,FEDDECISION-23MAY-C25,91ce3f89-1d47-4dc2-ad2c-28e77106422c,0.01
2023-04-13 15:20:33.647100+00:00,17,0.99,no,FEDDECISION-23MAY-C25,05ff9034-949f-4524-88cc-d7151c96f495,0.01
2023-04-13 15:22:02.748854+00:00,15,0.99,no,FEDDECISION-23MAY-C25,080c690d-0859-493b-9f7f-a53cb57937b6,0.01
2023-04-13 18:18:19.152335+00:00,15,0.99,no,FEDDECISION-23MAY-C25,06678152-bbae-4ec0-a8ab-c22e40910ed3,0.01
2023-04-14 12:08:57.742422+00:00,5,0.99,no,FEDDECISION-23MAY-C25,706106e7-62a5-4069-b354-07146db290c8,0.01
2023-04-14 12:43:15.739843+00:00,100,0.99,no,FEDDECISION-23MAY-C25,742c8d6e-8fe4-435a-a9ed-7701d39f63a7,0.01
