id,transactionHash,timestamp,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,outcome,datetime,side,usdc_amount,token_amount,price,yes_price,no_price
0x29f6778ec3cc5ffe475fc7063e3706cb2acaaab2c9996153900810da6324e315_0x187bdf4da6e10f668799920c7debf43830a5e277ff50b5afd2d60614900bac16,0x29f6778ec3cc5ffe475fc7063e3706cb2acaaab2c9996153900810da6324e315,1683166924,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,0xac15b39dc34a13273f81782f10a5109558b1738d,0,266729617100562749267909006058784162357632898821370178422514069390143526926,375.0,500.0,0.0,YES,2023-05-04 02:22:04+00:00,BUY,375.0,500.0,0.75,0.75,0.25
0x4332806ddaacbb1fd49d7e7d5654f69ce513eadbd263d760f3e638faa0e41360_0x5f76f8146807ee9f117ae57b5b20f56fd73bf750eebfbc5363c1ec725cc43210,0x4332806ddaacbb1fd49d7e7d5654f69ce513eadbd263d760f3e638faa0e41360,1683274530,0x52ca2981dc8cf1c31684194960068bbc0be21c58,0x6b3d278a0a62230364f55f1684ad24c1c12d76dd,0,266729617100562749267909006058784162357632898821370178422514069390143526926,12.75,15.0,0.0,YES,2023-05-05 08:15:30+00:00,BUY,12.75,15.0,0.85,0.85,0.15
0xd1105095ee08caeea8e78b7132d5375d41df4b74389595846afe6e6a88221ee5_0x4df9692fa3582880ebac5298779d3cc9840266c6be2672c0545ced19d06ec295,0xd1105095ee08caeea8e78b7132d5375d41df4b74389595846afe6e6a88221ee5,1683292670,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,0x3103d6e300039357d15369d645fba0fe3c17ea70,0,266729617100562749267909006058784162357632898821370178422514069390143526926,169.835217,220.565216,0.0,YES,2023-05-05 13:17:50+00:00,BUY,169.835217,220.565216,0.7700000030829884,0.7700000030829884,0.23
0x6c144bdbafdd8709d9d433274829f78f917382d892dbbd39e91507c74f724cd5_0x19d76024741f1793ffa540cf4d9c803f56cd3ee17e0280fb7c634f35701db734,0x6c144bdbafdd8709d9d433274829f78f917382d892dbbd39e91507c74f724cd5,1683572481,0xcb7cd74a2d15caa89f53971b04277725c30471fc,0x5b9ad17c3e137abf4fdc6604242e10b2b44327ba,0,266729617100562749267909006058784162357632898821370178422514069390143526926,4.0,5.0,0.0,YES,2023-05-08 19:01:21+00:00,BUY,4.0,5.0,0.8,0.8,0.2
0x8d2864333e127e53ea181f95fd1cc079d2b6543be04a741df664573aae77de4a_0x4eda4e4c7562891e0703effe4334925e4c9aabcc2099759b1b6b7c5dd02c0ce7,0x8d2864333e127e53ea181f95fd1cc079d2b6543be04a741df664573aae77de4a,1683600777,0x8debd189ffd74160f25e367bafaed61a9fea7062,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,266729617100562749267909006058784162357632898821370178422514069390143526926,170.0,200.0,0.0,YES,2023-05-09 02:52:57+00:00,BUY,170.0,200.0,0.85,0.85,0.15
0x038c192155505e5e0a18b198bdf02d3fc7c6bbcce9832f97cbdbe5aa50643f31_0xe57e32bbbb143aa969561bdc2ef222aef43d5dcc0d6130c4339c06b776658acc,0x038c192155505e5e0a18b198bdf02d3fc7c6bbcce9832f97cbdbe5aa50643f31,1683636150,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,0,266729617100562749267909006058784162357632898821370178422514069390143526926,41.5,50.0,0.0,YES,2023-05-09 12:42:30+00:00,BUY,41.5,50.0,0.83,0.83,0.17
0x85727f1c3c741fe5a2a692ab83925a7298096d0093aa45b138e1aeb8a0523f35_0xe57e32bbbb143aa969561bdc2ef222aef43d5dcc0d6130c4339c06b776658acc,0x85727f1c3c741fe5a2a692ab83925a7298096d0093aa45b138e1aeb8a0523f35,1683636156,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,0,266729617100562749267909006058784162357632898821370178422514069390143526926,41.5,50.0,0.0,YES,2023-05-09 12:42:36+00:00,BUY,41.5,50.0,0.83,0.83,0.17
0xe588dba7a037fc2e9c3acf4e2106491ffedc0bcb4adfe1f30b728710e8a06c2e_0xe57e32bbbb143aa969561bdc2ef222aef43d5dcc0d6130c4339c06b776658acc,0xe588dba7a037fc2e9c3acf4e2106491ffedc0bcb4adfe1f30b728710e8a06c2e,1683636164,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,0,266729617100562749267909006058784162357632898821370178422514069390143526926,41.5,50.0,0.0,YES,2023-05-09 12:42:44+00:00,BUY,41.5,50.0,0.83,0.83,0.17
0x6c3e9244e604c5c51406ee5039aadbf8423047a5c894781c790dc1030affda62_0xe57e32bbbb143aa969561bdc2ef222aef43d5dcc0d6130c4339c06b776658acc,0x6c3e9244e604c5c51406ee5039aadbf8423047a5c894781c790dc1030affda62,1683636174,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,0,266729617100562749267909006058784162357632898821370178422514069390143526926,41.5,50.0,0.0,YES,2023-05-09 12:42:54+00:00,BUY,41.5,50.0,0.83,0.83,0.17
0x5bca019da142a34ea26733145f08eba00b4218d0dab7729a4f98a94a67f04206_0xe57e32bbbb143aa969561bdc2ef222aef43d5dcc0d6130c4339c06b776658acc,0x5bca019da142a34ea26733145f08eba00b4218d0dab7729a4f98a94a67f04206,1683636180,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,0,266729617100562749267909006058784162357632898821370178422514069390143526926,41.5,50.0,0.0,YES,2023-05-09 12:43:00+00:00,BUY,41.5,50.0,0.83,0.83,0.17
0x395b6ded3db1e47483e4b9415c8622cb4a3d14202a07f0064446fc83fe7b4762_0xe57e32bbbb143aa969561bdc2ef222aef43d5dcc0d6130c4339c06b776658acc,0x395b6ded3db1e47483e4b9415c8622cb4a3d14202a07f0064446fc83fe7b4762,1683636188,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,0,266729617100562749267909006058784162357632898821370178422514069390143526926,41.5,50.0,0.0,YES,2023-05-09 12:43:08+00:00,BUY,41.5,50.0,0.83,0.83,0.17
0xcb9a148f714dc00b74c042e1598bc9fa121a6eb8e1990de4a09dadcd5bd25ff8_0xfd460f654bdbc9f29280390f01287f85373edfd73f2a607d3088ab3425d645e6,0xcb9a148f714dc00b74c042e1598bc9fa121a6eb8e1990de4a09dadcd5bd25ff8,1683647360,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,33235150671247679378056035219285110987463762725240075156040276215815016790876,0,50.0,9.0,0.0,NO,2023-05-09 15:49:20+00:00,SELL,9.0,50.0,0.18,0.82,0.18
0x946e3fd707fd729ed4bb8b0723f9965d5c45a67be10cd0f8421b1fdfe0cc0cad_0xfd460f654bdbc9f29280390f01287f85373edfd73f2a607d3088ab3425d645e6,0x946e3fd707fd729ed4bb8b0723f9965d5c45a67be10cd0f8421b1fdfe0cc0cad,1683647600,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,0x71e11e0fc20a2adf27026fbf8674b38f8ff945f0,33235150671247679378056035219285110987463762725240075156040276215815016790876,0,50.0,9.0,0.0,NO,2023-05-09 15:53:20+00:00,SELL,9.0,50.0,0.18,0.82,0.18
