id,transactionHash,timestamp,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,outcome,datetime,side,usdc_amount,token_amount,price,yes_price,no_price
0x9f1f43c109095c8a25b28c4be5d3b6fab2494ed5100b1a8cd880bc890385316d_0xe4707eb850d65a6081a14c3089bf85b946dbf7cd09271f75312f51dab08f31a9,0x9f1f43c109095c8a25b28c4be5d3b6fab2494ed5100b1a8cd880bc890385316d,1717387839,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1.230768,1.199998,0.0,YES,2024-06-03 04:10:39+00:00,SELL,1.199998,1.230768,0.9749993499993499,0.9749993499993499,0.025001
0xf44220ff08066ae082a4268c0e8cdeac353f7de9f8e90f1e5903879bf59c096a_0xe4707eb850d65a6081a14c3089bf85b946dbf7cd09271f75312f51dab08f31a9,0xf44220ff08066ae082a4268c0e8cdeac353f7de9f8e90f1e5903879bf59c096a,1717388747,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1.641024,1.599998,0.0,YES,2024-06-03 04:25:47+00:00,SELL,1.599998,1.641024,0.9749997562497562,0.9749997562497562,0.025
0x5f4e66e9f693fa49c15b50b99bf1f1217858d67fe7260e7c4935f3def5d8bcf0_0xe4707eb850d65a6081a14c3089bf85b946dbf7cd09271f75312f51dab08f31a9,0x5f4e66e9f693fa49c15b50b99bf1f1217858d67fe7260e7c4935f3def5d8bcf0,1717401946,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010255,0.009998,0.0,YES,2024-06-03 08:05:46+00:00,SELL,0.009998,0.010255,0.9749390541199414,0.9749390541199414,0.025061
0x9ff4604b45381863f2a7305a36eaf00409b152ba4454fcc00d85a5af54f0b0d4_0x81d40d7482451f28966fd38c436c44b354c27304e62e87d4856e147a6cca9e95,0x9ff4604b45381863f2a7305a36eaf00409b152ba4454fcc00d85a5af54f0b0d4,1717401954,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010244,0.009998,0.0,YES,2024-06-03 08:05:54+00:00,SELL,0.009998,0.010244,0.9759859429910192,0.9759859429910192,0.024014
0x1369c3c8eb6516a0467b4ef94cfb374eb66c8c626a2877f8fb153a6c9ef8d96b_0x81d40d7482451f28966fd38c436c44b354c27304e62e87d4856e147a6cca9e95,0x1369c3c8eb6516a0467b4ef94cfb374eb66c8c626a2877f8fb153a6c9ef8d96b,1717402024,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010244,0.009998,0.0,YES,2024-06-03 08:07:04+00:00,SELL,0.009998,0.010244,0.9759859429910192,0.9759859429910192,0.024014
0x57b975297561742dd04b912f5c3bdaa9b297507d80995aaef6690d557ac8e15d_0xf2060ac0bce1e87b1b5a221834752e8b660b8688ab4920f629a36b5788a523d0,0x57b975297561742dd04b912f5c3bdaa9b297507d80995aaef6690d557ac8e15d,1717431653,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,30.864196,29.999998,0.0,YES,2024-06-03 16:20:53+00:00,SELL,29.999998,30.864196,0.9719999834111992,0.9719999834111992,0.028
0xfd1b2dc383c4b57d79baedfcb1b8ef5e67f397c786de8933cf051cc9560748f2_0x81d40d7482451f28966fd38c436c44b354c27304e62e87d4856e147a6cca9e95,0xfd1b2dc383c4b57d79baedfcb1b8ef5e67f397c786de8933cf051cc9560748f2,1717485188,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,46.106556,44.999998,0.0,YES,2024-06-04 07:13:08+00:00,SELL,44.999998,46.106556,0.9759999857720885,0.9759999857720885,0.024
0x42c4e10dfa92c7664198378166257cdb509c06c52cf1e68692ab06d497b7ece7_0xe02d38237183c109a32a7be1de3d015893c5e03b9a6e0efcf9b49a6ebbffeb2c,0x42c4e10dfa92c7664198378166257cdb509c06c52cf1e68692ab06d497b7ece7,1717485652,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,43.0,41.624,0.0,YES,2024-06-04 07:20:52+00:00,SELL,41.624,43.0,0.9680000000000001,0.9680000000000001,0.032
0xb4e487d8a931aab46df00742157cfe3de9393d1eb809eb1222c218910517887e_0x8395c9824e6e5fdecdc66310ac484efcb7a543142dd68fd8ad14a30b89bfb2eb,0xb4e487d8a931aab46df00742157cfe3de9393d1eb809eb1222c218910517887e,1717507073,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,56.410255,54.999998,0.0,YES,2024-06-04 13:17:53+00:00,SELL,54.999998,56.410255,0.9749999889204543,0.9749999889204543,0.025
0xc4347d6a3703dfb2ef5723be42dceeca6e13d1f9172e5e4092e66a52aad1a3be_0x8395c9824e6e5fdecdc66310ac484efcb7a543142dd68fd8ad14a30b89bfb2eb,0xc4347d6a3703dfb2ef5723be42dceeca6e13d1f9172e5e4092e66a52aad1a3be,1717517958,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,143.58,139.9905,0.0,YES,2024-06-04 16:19:18+00:00,SELL,139.9905,143.58,0.9749999999999999,0.9749999999999999,0.025
0xea8aa9fdd7783114fd19a8931ec6abb862263375502861e99928bc35d3de693c_0x81d40d7482451f28966fd38c436c44b354c27304e62e87d4856e147a6cca9e95,0xea8aa9fdd7783114fd19a8931ec6abb862263375502861e99928bc35d3de693c,1717517966,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,57.0,55.632,0.0,YES,2024-06-04 16:19:26+00:00,SELL,55.632,57.0,0.976,0.976,0.024
0x08f860ed59910324ab27630f523f00c0df1020989cb3b9eb970fe95c657809b9_0x15228f19f22a4b9d22bc9583e9c71114ac981ec0084e07463180f6186c28f282,0x08f860ed59910324ab27630f523f00c0df1020989cb3b9eb970fe95c657809b9,1717546149,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,200.0,195.0,0.0,YES,2024-06-05 00:09:09+00:00,SELL,195.0,200.0,0.975,0.975,0.025
0x5b918917699ba7e5b34d09571ea77a41dfb4e26537a986564da82aefbe16e749_0x9199c65d0913eef46f238990d850b2e199cd4ab24bf082d0be1d2f643ed97616,0x5b918917699ba7e5b34d09571ea77a41dfb4e26537a986564da82aefbe16e749,1717563627,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,166.9005,171.18,0.0,YES,2024-06-05 05:00:27+00:00,BUY,166.9005,171.18,0.975,0.975,0.025
0xfcc64e274a92a30b5f96262bbc7b8b704dd9169e1120ac91efd90c01f884f6d6_0xe16f0ceb9085b1e91f8eb4584246250df44cacb1f975760c39774984632f9233,0xfcc64e274a92a30b5f96262bbc7b8b704dd9169e1120ac91efd90c01f884f6d6,1717569952,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,4.875,5.0,0.0,YES,2024-06-05 06:45:52+00:00,BUY,4.875,5.0,0.975,0.975,0.025
0x1abb310653b2b9d151ecc5f2a26bdc330a3ecae542b1ee522b732d70d5c0a2fc_0xd89bfc61b9c4ee806b42945338cf37afd822a0fff15ea7b5a5ba397d01b0e5b7,0x1abb310653b2b9d151ecc5f2a26bdc330a3ecae542b1ee522b732d70d5c0a2fc,1717598747,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,30.86,29.87248,0.0,YES,2024-06-05 14:45:47+00:00,SELL,29.87248,30.86,0.968,0.968,0.032
0x18e8b56746844c65f3a1dc25d5ad4e1f7e3c7b1d829ac2024a15295b0d9f12c4_0xe136d81b66f534142e21a121e012c11deadfe97d7422707353dd0b708ac83cbe,0x18e8b56746844c65f3a1dc25d5ad4e1f7e3c7b1d829ac2024a15295b0d9f12c4,1717604641,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,193.6,200.0,0.0,YES,2024-06-05 16:24:01+00:00,BUY,193.6,200.0,0.968,0.968,0.032
0x2de9c5764fc6bad5124ce5a24c4fc7c3b7fa75afbc04e08b0edfcbf3cf7c80f8_0x296a66cc36f09b2121f5dd6c540431252dfa8dca24b2ea2b84523cfcf4609ff2,0x2de9c5764fc6bad5124ce5a24c4fc7c3b7fa75afbc04e08b0edfcbf3cf7c80f8,1717619695,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,10.62733,10.99,0.0,YES,2024-06-05 20:34:55+00:00,BUY,10.62733,10.99,0.9670000000000001,0.9670000000000001,0.033
0xc0db74903bfc0305caaaad8bbf7376d86171c94ed189da54becba95c92ce35dc_0xa312af390d36c4e863d476b70fdf79dd68019dcac4dfeef4e0c588dbc9b29caf,0xc0db74903bfc0305caaaad8bbf7376d86171c94ed189da54becba95c92ce35dc,1717623459,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,29.30303,30.303029,0.0,YES,2024-06-05 21:37:39+00:00,BUY,29.30303,30.303029,0.9670000315810013,0.9670000315810013,0.033
0xf8ce6a4a5c7cb3f1a0cc2d5d5fcbaa67d6ef2d102664629afb1c6612758b4972_0x5d1c8c2c55ea78265718abfc3c836d185f44ae5e649e3c25ae4eb2e9db0d67ea,0xf8ce6a4a5c7cb3f1a0cc2d5d5fcbaa67d6ef2d102664629afb1c6612758b4972,1717628691,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,456.64641,472.23,0.0,YES,2024-06-05 23:04:51+00:00,BUY,456.64641,472.23,0.967,0.967,0.033
0xb2a9d04c1e21d61b83d3227ab3ab59984efd3b9fdfee14632df1bad0c5f33893_0x955fe0ba0e3a5d99b09724819557176a5c69e17185a6f35aeb65088f785434f4,0xb2a9d04c1e21d61b83d3227ab3ab59984efd3b9fdfee14632df1bad0c5f33893,1717635615,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,339.689761,328.479998,0.0,YES,2024-06-06 01:00:15+00:00,SELL,328.479998,339.689761,0.9669999973887939,0.9669999973887939,0.033
0x69f6b83393b61f10af19efde5a065a45ca459a2b5313337a585a09316db6bfbb_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0x69f6b83393b61f10af19efde5a065a45ca459a2b5313337a585a09316db6bfbb,1717651742,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,462.381442,448.509998,0.0,YES,2024-06-06 05:29:02+00:00,SELL,448.509998,462.381442,0.9699999983995897,0.9699999983995897,0.03
0xb64667875ed3d40492407f4e43b7d841fc42b3f800a7af65f5d9f284ba9f64cb_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0xb64667875ed3d40492407f4e43b7d841fc42b3f800a7af65f5d9f284ba9f64cb,1717659156,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1.030926,0.999998,0.0,YES,2024-06-06 07:32:36+00:00,SELL,0.999998,1.030926,0.9699997865996202,0.9699997865996202,0.03
0x8140f42a471156931f928d0b862df03b67f89bd062fbdc7f5a5dd9bbc4083976_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0x8140f42a471156931f928d0b862df03b67f89bd062fbdc7f5a5dd9bbc4083976,1717665154,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,103.072163,99.979998,0.0,YES,2024-06-06 09:12:34+00:00,SELL,99.979998,103.072163,0.9699999989327864,0.9699999989327864,0.03
0xdd6e4f3ff3e0a070844fdfe0a3e33a33eb533dfc9ffbb5642b14d2589f881a0f_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0xdd6e4f3ff3e0a070844fdfe0a3e33a33eb533dfc9ffbb5642b14d2589f881a0f,1717665882,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.061854,1.999998,0.0,YES,2024-06-06 09:24:42+00:00,SELL,1.999998,2.061854,0.9699998156998507,0.9699998156998507,0.03
0xd4399e14378104eb44f222a83151cbae9ab0109f02fe236607fc1770a8eb85cb_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0xd4399e14378104eb44f222a83151cbae9ab0109f02fe236607fc1770a8eb85cb,1717666622,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.061854,1.999998,0.0,YES,2024-06-06 09:37:02+00:00,SELL,1.999998,2.061854,0.9699998156998507,0.9699998156998507,0.03
0x3056c50192c743fa308d17a00d7a653636b83c177fd785597561e92b98e88eb0_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0x3056c50192c743fa308d17a00d7a653636b83c177fd785597561e92b98e88eb0,1717667230,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.061854,1.999998,0.0,YES,2024-06-06 09:47:10+00:00,SELL,1.999998,2.061854,0.9699998156998507,0.9699998156998507,0.03
0x89ecc44537abe662af4beff3b8c9a90e575899982f85649327fd2af28111037a_0x4e842915288042f0932def6cbba4f2cd85a86f94cf0be2c65831808efeb49563,0x89ecc44537abe662af4beff3b8c9a90e575899982f85649327fd2af28111037a,1717673852,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,154.2,149.574,0.0,YES,2024-06-06 11:37:32+00:00,SELL,149.574,154.2,0.9700000000000002,0.9700000000000002,0.03
0x068fb2f43812b10b1d397f7899269e509a0fb825ebc169b40509d6b1dc478ec6_0x303b91b010c9ff678774b945f56642905e679a5c12c78df931e8b8d22f149d3c,0x068fb2f43812b10b1d397f7899269e509a0fb825ebc169b40509d6b1dc478ec6,1717677653,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,144.6,150.0,0.0,YES,2024-06-06 12:40:53+00:00,BUY,144.6,150.0,0.964,0.964,0.036
0x60e4e450dfb19a4a912e4a2a13bb77fed056882c38e40727199f83feb23cb516_0x5039d27eb18528deb6968c47142ad8d99c631bb1c09ba7da2145c727719e7444,0x60e4e450dfb19a4a912e4a2a13bb77fed056882c38e40727199f83feb23cb516,1717677891,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,130.88,126.03744,0.0,YES,2024-06-06 12:44:51+00:00,SELL,126.03744,130.88,0.9630000000000001,0.9630000000000001,0.037
0xd0efb0d16c9c8961459e380c508ba2ed96a613f21d63f919eefeeb0e12f67de2_0x0a6025f113980fa63c099f23bf37ad624f746b6f8eab9c36d315c9a50a00aab1,0xd0efb0d16c9c8961459e380c508ba2ed96a613f21d63f919eefeeb0e12f67de2,1717677903,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,1069.893,1111.0,0.0,YES,2024-06-06 12:45:03+00:00,BUY,1069.893,1111.0,0.9630000000000001,0.9630000000000001,0.037
0xf975cb32e001b7febefc57388577b9e7a3b6f23b3aed1e59cf9b5f5096176a71_0x0a6025f113980fa63c099f23bf37ad624f746b6f8eab9c36d315c9a50a00aab1,0xf975cb32e001b7febefc57388577b9e7a3b6f23b3aed1e59cf9b5f5096176a71,1717679302,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,8.068378,8.378377,0.0,YES,2024-06-06 13:08:22+00:00,BUY,8.068378,8.378377,0.9630001132677605,0.9630001132677605,0.037
0x8a8f16146afe75ffe5808054fe4a093f5d9517d71586aae362d122da802085ee_0x0a6025f113980fa63c099f23bf37ad624f746b6f8eab9c36d315c9a50a00aab1,0x8a8f16146afe75ffe5808054fe4a093f5d9517d71586aae362d122da802085ee,1717679808,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,1684.99962,1749.74,0.0,YES,2024-06-06 13:16:48+00:00,BUY,1684.99962,1749.74,0.9630000000000001,0.9630000000000001,0.037
0x4eaedbb2de3412a29bbdac22c0fda66cafc1ef8c3559c6060d3d5deb6b552c49_0x3e578fb9c81d3f368f701c01a102c9c5a591938c6c3297545813cb154832628a,0x4eaedbb2de3412a29bbdac22c0fda66cafc1ef8c3559c6060d3d5deb6b552c49,1717695417,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,4810.0,5000.0,0.0,YES,2024-06-06 17:36:57+00:00,BUY,4810.0,5000.0,0.962,0.962,0.038
0xe167127b4de6fc2c51c3089dfdaf450dd302eb340302a400a670a4b0ba9925cb_0x13524133c54635d1dec8a1760c446c04c5c87f1b69aa9a38dda8b5dc5cbb48da,0xe167127b4de6fc2c51c3089dfdaf450dd302eb340302a400a670a4b0ba9925cb,1717707424,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,212.01,222.0,0.0,YES,2024-06-06 20:57:04+00:00,BUY,212.01,222.0,0.955,0.955,0.045
0xcf6b05b779456b09c04a5272c8d75c7e1cb6c85d12d870e20e0107e0eb4b8172_0x8b238874332c1aad916624af4896fb761dbd48d77f9ce7db6c3f4f0dc497a06c,0xcf6b05b779456b09c04a5272c8d75c7e1cb6c85d12d870e20e0107e0eb4b8172,1717707432,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,5299.47,5555.0,0.0,YES,2024-06-06 20:57:12+00:00,BUY,5299.47,5555.0,0.9540000000000001,0.9540000000000001,0.046
0x68567d3a36680e6559e3b44a37ae71025b443dc6f1d006e373ac87343e77daca_0x25b5db4f82ed6c392215b363e28016d885a64ed424e6c7cc511f847a0e5b6aca,0x68567d3a36680e6559e3b44a37ae71025b443dc6f1d006e373ac87343e77daca,1717707500,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,500.0,476.0,0.0,YES,2024-06-06 20:58:20+00:00,SELL,476.0,500.0,0.952,0.952,0.048
0xddb7a113a3c8f56c24b8faa1ae379d87a58608e3b4b2e0a487d8be0c0106f20f_0x7bcdce6f81b3f5a7c0f9bd11eb643b411be8696f4af8fa6f2ec5e02addd9b355,0xddb7a113a3c8f56c24b8faa1ae379d87a58608e3b4b2e0a487d8be0c0106f20f,1717714410,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,500.0,476.0,0.0,YES,2024-06-06 22:53:30+00:00,SELL,476.0,500.0,0.952,0.952,0.048
0xd82b373ae118b28e2ba1bff31bc05ce581ff59e1d2c8dccba4e2191e939a6062_0x9b9b56501778b0225c4e72b4cadaf42536b9a957b86be5721a881dd9f48d937c,0xd82b373ae118b28e2ba1bff31bc05ce581ff59e1d2c8dccba4e2191e939a6062,1717726373,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,200.0,191.8,0.0,YES,2024-06-07 02:12:53+00:00,SELL,191.8,200.0,0.9590000000000001,0.9590000000000001,0.041
0xd67b88b3212e692844d6e14b15a26a36b56975cf3836d8f48d05a8f7d89a3882_0xa8fafe47c6f7127516f44b125114c305e9bb634959fb5ceeda95b493735384be,0xd67b88b3212e692844d6e14b15a26a36b56975cf3836d8f48d05a8f7d89a3882,1717729083,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.999979,1.042731,0.0,YES,2024-06-07 02:58:03+00:00,BUY,0.999979,1.042731,0.9589999721884166,0.9589999721884166,0.041
0x129dc52e236450808c920b59c31f7846aadcb6d47bf0d4882197af119596eb24_0x5aa102dee7296bf40d83a72e435ece4c16b016ce579e641a2d977f5b00937236,0x129dc52e236450808c920b59c31f7846aadcb6d47bf0d4882197af119596eb24,1717731887,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,1.999992,2.083325,0.0,YES,2024-06-07 03:44:47+00:00,BUY,1.999992,2.083325,0.9600000000000001,0.9600000000000001,0.04
0x05972f784da05f2fdac0bfa26af429a0a47d3a9cc6b73472a467650bcea72120_0x3cf02b435ad6a7b664ef31ec7408ce9557ec2ce8915b9b1077eb31b575286a90,0x05972f784da05f2fdac0bfa26af429a0a47d3a9cc6b73472a467650bcea72120,1717732183,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,1.999992,2.083325,0.0,YES,2024-06-07 03:49:43+00:00,BUY,1.999992,2.083325,0.9600000000000001,0.9600000000000001,0.04
0x57f577e2d307562646ec7a827c0c32d93bc49178c2eda284d9b1361bd5f8733e_0x1838dc1960ab119ddb0635b3adbaeffd8079abc921fd976d2616c9a3ec292476,0x57f577e2d307562646ec7a827c0c32d93bc49178c2eda284d9b1361bd5f8733e,1717740802,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,52.029135,49.999998,0.0,YES,2024-06-07 06:13:22+00:00,SELL,49.999998,52.029135,0.9609999858732997,0.9609999858732997,0.039
0x157db31911a998bcb829aebf973905a16ca14ab31176ff30ecc45428d3e73f8a_0x1b065a853cf26c0e227bbe0998b7613597772379cdbe8dc1f442408a53cf6225,0x157db31911a998bcb829aebf973905a16ca14ab31176ff30ecc45428d3e73f8a,1717747546,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.068251,1.999998,0.0,YES,2024-06-07 08:05:46+00:00,SELL,1.999998,2.068251,0.9669996533302776,0.9669996533302776,0.033
0x8f55105d8064fdc60998d84c30a18d9e006f3a6ecd20940e8b428c253486bac7_0x1b065a853cf26c0e227bbe0998b7613597772379cdbe8dc1f442408a53cf6225,0x8f55105d8064fdc60998d84c30a18d9e006f3a6ecd20940e8b428c253486bac7,1717750784,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1.034125,0.999998,0.0,YES,2024-06-07 08:59:44+00:00,SELL,0.999998,1.034125,0.9669991538740482,0.9669991538740482,0.033001
0x3423cabad8ef966c73f8f37a4ab9881c3485facabd4b1396845a6e585f3dd434_0x44be10e4927592a9c4ecd82ec680a1aa3f8fd4a7d0d9ace54197af873d5d10e0,0x3423cabad8ef966c73f8f37a4ab9881c3485facabd4b1396845a6e585f3dd434,1717757544,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.41,10.0,0.0,YES,2024-06-07 10:52:24+00:00,BUY,9.41,10.0,0.9410000000000001,0.9410000000000001,0.059
0xa2b9fddcfdd085b9e29ec7855af7508258ec082813cf315d059d5480cbe4225a_0x30aeaf5a4e2fb241de403075b1fb1728fe3a5c4c8276ed4b7dc5dedb7576ae4a,0xa2b9fddcfdd085b9e29ec7855af7508258ec082813cf315d059d5480cbe4225a,1717757578,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,423.0,450.0,0.0,YES,2024-06-07 10:52:58+00:00,BUY,423.0,450.0,0.94,0.94,0.06
0x91b42506d33432e457cce4abfc4e514e1376fd706e24be2e5819e6f51ab1f10f_0x076734ec9be4d4b76691066bdbe41f47f3379a04aab6a0b87c718c5aef6a6c66,0x91b42506d33432e457cce4abfc4e514e1376fd706e24be2e5819e6f51ab1f10f,1717758088,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010637,0.009998,0.0,YES,2024-06-07 11:01:28+00:00,SELL,0.009998,0.010637,0.9399266710538685,0.9399266710538685,0.060073
0x7bd8784ea2f3a91d5b74aad40564f6a6e7d5bf81db8e078abe2da8b94dd4b240_0x076734ec9be4d4b76691066bdbe41f47f3379a04aab6a0b87c718c5aef6a6c66,0x7bd8784ea2f3a91d5b74aad40564f6a6e7d5bf81db8e078abe2da8b94dd4b240,1717758238,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010637,0.009998,0.0,YES,2024-06-07 11:03:58+00:00,SELL,0.009998,0.010637,0.9399266710538685,0.9399266710538685,0.060073
0xfb12cf10eca64c9f7ecd35abc13ac5fa5e4985bfc2bcf8c138333eec1868fe35_0x1b065a853cf26c0e227bbe0998b7613597772379cdbe8dc1f442408a53cf6225,0xfb12cf10eca64c9f7ecd35abc13ac5fa5e4985bfc2bcf8c138333eec1868fe35,1717766674,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,860.48,832.08416,0.0,YES,2024-06-07 13:24:34+00:00,SELL,832.08416,860.48,0.967,0.967,0.033
0xbef8c15a517f42934423a5914075050da1d773d693462238e7f9d6b8c1ff1cd2_0x1b065a853cf26c0e227bbe0998b7613597772379cdbe8dc1f442408a53cf6225,0xbef8c15a517f42934423a5914075050da1d773d693462238e7f9d6b8c1ff1cd2,1717769166,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.01034,0.009998,0.0,YES,2024-06-07 14:06:06+00:00,SELL,0.009998,0.01034,0.9669245647969053,0.9669245647969053,0.033075
0x72674d7de2f51a9636c174b8204c08de98d549092fecd6f506cc144cbed7c107_0x1281e791e6bdb65bc10adfe2de6bfe5ab9a3b77dc25f9bb8b3e6fef4e572b280,0x72674d7de2f51a9636c174b8204c08de98d549092fecd6f506cc144cbed7c107,1717772032,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009972,0.010323,0.0,YES,2024-06-07 14:53:52+00:00,BUY,0.009972,0.010323,0.9659982563208369,0.9659982563208369,0.034002
0x1bacac0db351a24fda1460a6a97e95cf5434de2cd19c0a5cb6c4eda286aef297_0xc2bec3e9721b79ab0eeb3de160cd0cbfca1c04274b9758975e1708eda5371a40,0x1bacac0db351a24fda1460a6a97e95cf5434de2cd19c0a5cb6c4eda286aef297,1717772826,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009972,0.010323,0.0,YES,2024-06-07 15:07:06+00:00,BUY,0.009972,0.010323,0.9659982563208369,0.9659982563208369,0.034002
0x4ae556d6f0a2114e97e1480a9c66e39bdc330b2b95ec32cca90c0f612fd6207e_0xf134db02957ebf4af31c638b2acaf91ee25e7fd03e411363149d0d8d2198c212,0x4ae556d6f0a2114e97e1480a9c66e39bdc330b2b95ec32cca90c0f612fd6207e,1717772898,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009972,0.010323,0.0,YES,2024-06-07 15:08:18+00:00,BUY,0.009972,0.010323,0.9659982563208369,0.9659982563208369,0.034002
0xe47a1b921edc9c6ecec1aaf922018729e4d7e765958d4be970b5aebd6dbbf906_0xb5f46f783ef39d68cab863c41c16591eecb31e6371e129d5daf4bcaef5b409c7,0xe47a1b921edc9c6ecec1aaf922018729e4d7e765958d4be970b5aebd6dbbf906,1717772920,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.60204,9.94,0.0,YES,2024-06-07 15:08:40+00:00,BUY,9.60204,9.94,0.9660000000000001,0.9660000000000001,0.034
0x4cc97c510728ba04fd2e3f8971929ec52c6e2e6f47367eab3c47ba885cc85277_0x52cfd97ed452adec549237db5c43d62cd8a3d396c009e91ee3255ed958efa176,0x4cc97c510728ba04fd2e3f8971929ec52c6e2e6f47367eab3c47ba885cc85277,1717773420,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,76.0,73.416,0.0,YES,2024-06-07 15:17:00+00:00,SELL,73.416,76.0,0.966,0.966,0.034
0xd170d3968563c3693364b4f7dc300371de1d2e1bf8f50409be0302d5fb357d78_0xa63b8e4dd9e8df90e510736aa6eb07ea7c8c62a7593b00efc7a4022d47d9abca,0xd170d3968563c3693364b4f7dc300371de1d2e1bf8f50409be0302d5fb357d78,1717783918,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.11,0.10626,0.0,YES,2024-06-07 18:11:58+00:00,SELL,0.10626,0.11,0.966,0.966,0.034
0xbea88880cc091eb5fb55e939bdeb90b91e5abd47d0f4c12eac91379b1a8aff51_0x2ec85a4834fac46c60eb00c642a19a8e45dcb7cec7e289c1ad1e70c746bdfe27,0xbea88880cc091eb5fb55e939bdeb90b91e5abd47d0f4c12eac91379b1a8aff51,1717786066,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,56.41,53.5895,0.0,YES,2024-06-07 18:47:46+00:00,SELL,53.5895,56.41,0.9500000000000001,0.9500000000000001,0.05
0x90cb716c088e5c4068712111890cc9c5aa96e791cca4a7678c2987e84018b117_0x1b065a853cf26c0e227bbe0998b7613597772379cdbe8dc1f442408a53cf6225,0x90cb716c088e5c4068712111890cc9c5aa96e791cca4a7678c2987e84018b117,1717812455,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,24.39,23.58513,0.0,YES,2024-06-08 02:07:35+00:00,SELL,23.58513,24.39,0.967,0.967,0.033
0x5fb1f6c8dc94e39a4ec1816a03e029d34b6e7d0f29a1363e95f68aa72e9e80f7_0x2df75d4b518c5c83892f9363b96496db861e326086bbcb95be45ebd54aa1def1,0x5fb1f6c8dc94e39a4ec1816a03e029d34b6e7d0f29a1363e95f68aa72e9e80f7,1717812553,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,217.8,225.0,0.0,YES,2024-06-08 02:09:13+00:00,BUY,217.8,225.0,0.9680000000000001,0.9680000000000001,0.032
