id,transactionHash,timestamp,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,outcome,datetime,side,usdc_amount,token_amount,price,yes_price,no_price
0x73d09a4b15fe3de3326b42bcf090c89163971126e0961daa09652cc0a17601eb_0x0032ec8ee733c409e396d8d6985e8855e00c53116d7f23439c14fd70f355c75d,0x73d09a4b15fe3de3326b42bcf090c89163971126e0961daa09652cc0a17601eb,1718230089,0xcbbab0bf137a473b36cf63adf1d1e322efc37e88,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,50006978152563856399785875225610673770033700288568382341623864478358375869194,1.0,12.5,0.0,YES,2024-06-12 22:08:09+00:00,BUY,1.0,12.5,0.08,0.08,0.92
0xfa0a5e6a42ff702a18c23d72b9fa6037bebf968b9b9e2edbab21ba0e662dac4a_0xea21636e6d13a09be45b21d4ee72f0686fb80808a7a29c38a4d442a5a41a98d3,0xfa0a5e6a42ff702a18c23d72b9fa6037bebf968b9b9e2edbab21ba0e662dac4a,1718281924,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,50006978152563856399785875225610673770033700288568382341623864478358375869194,14.35,205.0,0.0,YES,2024-06-13 12:32:04+00:00,BUY,14.35,205.0,0.06999999999999999,0.06999999999999999,0.93
0xcf18a2b60be0a8e577244d0d496d4b7096ee84a7c3b7923b4e773decc0482a46_0xcbc3abcaaad5308466d256c9377e1aae45bc1f124629b52a46d52385c61a4fc8,0xcf18a2b60be0a8e577244d0d496d4b7096ee84a7c3b7923b4e773decc0482a46,1718281932,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,50006978152563856399785875225610673770033700288568382341623864478358375869194,5.092,67.0,0.0,YES,2024-06-13 12:32:12+00:00,BUY,5.092,67.0,0.076,0.076,0.924
0x71cfe9822412184c3bb716bac37fca3e7525a21425ecaaef1fe392f56e1c7ee3_0xaeb55d8fbab3ef43f044a65a3f5f46e44bf43e214fcd13410bbcd0be3ea78c05,0x71cfe9822412184c3bb716bac37fca3e7525a21425ecaaef1fe392f56e1c7ee3,1718281954,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,50006978152563856399785875225610673770033700288568382341623864478358375869194,43.4,542.5,0.0,YES,2024-06-13 12:32:34+00:00,BUY,43.4,542.5,0.08,0.08,0.92
0x5c655358a4be365ef6a7ec5069d86e2e201df996f481a69aa0bef964745a1b79_0x8bbbd48a06e0999b8f1a24a53c5cc54d436b7dadec9c2faea00cdb84b13f5991,0x5c655358a4be365ef6a7ec5069d86e2e201df996f481a69aa0bef964745a1b79,1718281982,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,50006978152563856399785875225610673770033700288568382341623864478358375869194,66.44,755.0,0.0,YES,2024-06-13 12:33:02+00:00,BUY,66.44,755.0,0.088,0.088,0.912
0xda52c6ca235906f6cc99018c14ccbef9c6e02e5c056ddd698016b6d4725ce0ed_0x31a3a1ffcb3904160366bfcce9357e571624ea761fe50ca690519351082dcb21,0xda52c6ca235906f6cc99018c14ccbef9c6e02e5c056ddd698016b6d4725ce0ed,1718282000,0x6b7ec4ba079c0a258435ea36025f6190cd424562,0xc5d563a36ae78145c45a50134d48a1215220f80a,56980038021693126179388145467467043305943982958663020089701063423381899122993,0,200.0,182.4,0.0,NO,2024-06-13 12:33:20+00:00,SELL,182.4,200.0,0.912,0.088,0.912
0x89e17050aec5b57161e8e9814ac326848a873232f774c853519dd2b428b18a50_0x08f07c4683c41e90d9ad7b4092dac585216fa5e831ef489c43a7822f832aa599,0x89e17050aec5b57161e8e9814ac326848a873232f774c853519dd2b428b18a50,1718282048,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0xc5d563a36ae78145c45a50134d48a1215220f80a,50006978152563856399785875225610673770033700288568382341623864478358375869194,0,355.0,31.24,0.0,YES,2024-06-13 12:34:08+00:00,SELL,31.24,355.0,0.088,0.088,0.912
0x616a16f05186552e35bdd0c5765d0f42b04e65e2c51980a152cff933a8e4a49f_0xbce6cf0fb198585cddf7b5387fa606fb2948fa7929480796e7e4dcf0020b5af6,0x616a16f05186552e35bdd0c5765d0f42b04e65e2c51980a152cff933a8e4a49f,1718282088,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0xc5d563a36ae78145c45a50134d48a1215220f80a,50006978152563856399785875225610673770033700288568382341623864478358375869194,0,5.0,0.3,0.0,YES,2024-06-13 12:34:48+00:00,SELL,0.3,5.0,0.06,0.06,0.94
0x2637b5361a8fb2218d218a03efa66ef69601e3e43103d888e794f8952f7e6eb3_0x0e6abbd5690b58aa5b2a3af9468fca6b0405330fa3e0523b6c2fa8a9dc3a185c,0x2637b5361a8fb2218d218a03efa66ef69601e3e43103d888e794f8952f7e6eb3,1718308538,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0x3bd0f39c7eca69d2575c861642a4d2e083394c12,50006978152563856399785875225610673770033700288568382341623864478358375869194,0,217.0,17.36,0.0,YES,2024-06-13 19:55:38+00:00,SELL,17.36,217.0,0.08,0.08,0.92
0x5a9fb27fc9e0d451b32a0d8d01fd019a43b40aede61c591884a5c2d4e3c53878_0x0e6abbd5690b58aa5b2a3af9468fca6b0405330fa3e0523b6c2fa8a9dc3a185c,0x5a9fb27fc9e0d451b32a0d8d01fd019a43b40aede61c591884a5c2d4e3c53878,1718373098,0x8f69269039b9a401de28a38c2f1c3001364b7df1,0x4d7a2bc4d61690720c2a3697671499815a38799b,50006978152563856399785875225610673770033700288568382341623864478358375869194,0,62.5,5.0,0.0,YES,2024-06-14 13:51:38+00:00,SELL,5.0,62.5,0.08,0.08,0.92
