event_date,contract,source_market,target_market,lag_minutes,VECM_coefficient,p_value,is_significant,is_raw_stationary,is_firstdiff_stationary,is_cointegrated
1/29/2025,0bp,CME,PM,1,-0.007279,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,PM,5,-0.002257,2.00E-06,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,PM,30,-0.000706,0.140337,FALSE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,PM,60,-0.000464,0.3328,FALSE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,CME,1,-0.001775,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,CME,5,-0.001029,7.10E-05,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,CME,30,-0.000482,0.061797,FALSE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,CME,60,-0.000369,0.149646,FALSE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,KAL,1,-0.00295,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,KAL,5,-0.002962,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,KAL,30,-0.001134,7.80E-05,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,CME,KAL,60,-0.000702,0.014525,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,CME,1,-0.002327,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,CME,5,-0.001259,1.80E-05,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,CME,30,-0.000819,0.005164,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,CME,60,-0.000335,0.247851,FALSE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,KAL,1,-0.003915,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,KAL,5,-0.003978,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,KAL,30,-0.00122,0.000618,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,PM,KAL,60,-0.000735,0.03918,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,PM,1,-0.013781,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,PM,5,-0.003857,0,TRUE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,PM,30,-0.00103,0.126401,FALSE,TRUE,TRUE,TRUE
1/29/2025,0bp,KAL,PM,60,-0.000528,0.433089,FALSE,TRUE,TRUE,TRUE
3/19/2025,0bp,CME,PM,1,-0.010462,0,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,CME,PM,5,-0.010074,0,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,CME,PM,30,-0.010235,0,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,CME,PM,60,-0.009918,0,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,PM,CME,1,-0.007989,0,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,PM,CME,5,-0.004756,0,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,PM,CME,30,-0.001738,3.80E-05,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,PM,CME,60,-0.000976,0.02057,TRUE,TRUE,TRUE,TRUE
3/19/2025,0bp,CME,KAL,1,-0.004136,0,TRUE,TRUE,TRUE,TRUE
