event_date,contract,source_market,target_market,lag_minutes,VECM_coefficient,p_value,is_significant,is_raw_stationary,is_firstdiff_stationary,is_cointegrated
1/28/2026,0bp,CME,PM,1,-0.001632,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,PM,5,-0.001078,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,PM,30,-0.00047,0.0005,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,PM,60,-0.000405,0.002674,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,CME,1,-0.000875,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,CME,5,-0.000389,0.000517,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,CME,30,-0.000102,0.364557,FALSE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,CME,60,-6.40E-05,0.568822,FALSE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,KAL,1,-0.000982,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,KAL,5,-0.000557,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,KAL,30,-0.000321,0.001677,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,CME,KAL,60,-0.000286,0.005022,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,CME,1,-0.000834,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,CME,5,-0.000376,0.000593,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,CME,30,-0.000129,0.239655,FALSE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,CME,60,-7.40E-05,0.498422,FALSE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,KAL,1,-0.002989,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,KAL,5,-0.001498,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,KAL,30,-0.000851,5.00E-06,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,PM,KAL,60,-0.000768,4.00E-05,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,PM,1,-0.004514,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,PM,5,-0.002817,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,PM,30,-0.000984,4.70E-05,TRUE,FALSE,TRUE,TRUE
1/28/2026,0bp,KAL,PM,60,-0.000795,0.00101,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,PM,1,-0.000516,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,PM,5,-0.000313,2.00E-06,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,PM,30,-0.000226,0.000637,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,PM,60,-0.00018,0.006668,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,PM,CME,1,-0.005103,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,PM,CME,5,-0.002441,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,PM,CME,30,-0.000701,0.001184,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,PM,CME,60,-0.000458,0.03402,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,KAL,1,-0.00027,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,KAL,5,-0.000185,8.10E-05,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,KAL,30,-0.000128,0.006373,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,CME,KAL,60,-9.40E-05,0.044574,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,KAL,CME,1,-0.005113,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,0bp,KAL,CME,5,-0.002444,0,TRUE,FALSE,TRUE,TRUE
