event_date,contract,source_market,target_market,lag_minutes,VECM_coefficient,p_value,is_significant,is_raw_stationary,is_firstdiff_stationary,is_cointegrated
7/31/2024,0bp,CME,KAL,5,-0.001283,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,KAL,30,-0.00086,6.00E-06,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,KAL,60,-0.000713,0.000166,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,CME,1,-0.002685,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,CME,5,-0.001845,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,CME,30,-0.00084,0.003652,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,CME,60,-0.000665,0.021499,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,KAL,1,-0.000831,2.00E-06,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,KAL,5,-0.000918,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,KAL,30,-0.000597,0.00059,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,KAL,60,-0.000466,0.007385,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,PM,1,-0.002363,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,PM,5,-0.002287,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,PM,30,-0.000759,0.0029,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,KAL,PM,60,-0.000617,0.01577,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,PM,1,-0.003598,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,PM,5,-0.002236,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,PM,30,-0.000649,0.052889,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,PM,60,-0.000388,0.248189,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,CME,1,-0.007929,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,CME,5,-0.003613,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,CME,30,-0.001058,0.059193,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,CME,60,-0.000723,0.197636,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,KAL,1,-0.003154,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,KAL,5,-0.002365,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,KAL,30,-0.001307,1.60E-05,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,CME,KAL,60,-0.001139,0.000172,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,CME,1,-0.00829,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,CME,5,-0.003659,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,CME,30,-0.001104,0.055702,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,CME,60,-0.000716,0.214675,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,KAL,1,-0.003917,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,KAL,5,-0.003497,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,KAL,30,-0.002094,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,PM,KAL,60,-0.001567,4.10E-05,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,PM,1,-0.004893,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,PM,5,-0.00272,0,TRUE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,PM,30,-0.000682,0.116954,FALSE,TRUE,TRUE,TRUE
11/7/2024,0bp,KAL,PM,60,-0.000274,0.529198,FALSE,TRUE,TRUE,TRUE
12/18/2024,0bp,CME,PM,1,-0.017741,0,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,CME,PM,5,-0.006683,0,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,CME,PM,30,-0.002077,0.002495,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,CME,PM,60,-0.00192,0.005196,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,PM,CME,1,-0.00794,0,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,PM,CME,5,-0.003848,0,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,PM,CME,30,-0.001594,0.00171,TRUE,FALSE,TRUE,TRUE
12/18/2024,0bp,PM,CME,60,-0.000666,0.190084,FALSE,FALSE,TRUE,TRUE
12/18/2024,0bp,CME,KAL,1,-0.004208,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,CME,KAL,5,-0.00362,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,CME,KAL,30,-0.003153,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,CME,KAL,60,-0.00245,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,CME,1,-0.001227,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,CME,5,-0.000691,0.000597,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,CME,30,-0.000246,0.221171,FALSE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,CME,60,-0.000281,0.162745,FALSE,TRUE,TRUE,TRUE
12/18/2024,0bp,PM,KAL,1,-0.004286,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,PM,KAL,5,-0.003902,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,PM,KAL,30,-0.003632,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,PM,KAL,60,-0.002501,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,PM,1,-0.002904,0,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,PM,5,-0.001052,0.000224,TRUE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,PM,30,-0.000286,0.316133,FALSE,TRUE,TRUE,TRUE
12/18/2024,0bp,KAL,PM,60,-0.000329,0.248895,FALSE,TRUE,TRUE,TRUE
