event_date,contract,source_market,target_market,lag_minutes,VECM_coefficient,p_value,is_significant,is_raw_stationary,is_firstdiff_stationary,is_cointegrated
1/31/2024,0bp,CME,PM,1,-0.000173,0.085082,FALSE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,PM,5,-0.000173,0.085048,FALSE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,PM,30,-0.000173,0.084189,FALSE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,PM,60,-0.000174,0.084074,FALSE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,CME,1,-0.005573,0,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,CME,5,-0.003266,0,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,CME,30,-0.001615,0.004226,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,CME,60,-0.001274,0.024099,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,KAL,1,-0.001083,3.50E-05,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,KAL,5,-0.001046,6.40E-05,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,KAL,30,-0.000528,0.043803,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,CME,KAL,60,-0.000812,0.001992,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,CME,1,-0.007414,0,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,CME,5,-0.004359,0,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,CME,30,-0.002205,0.000664,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,CME,60,-0.001723,0.007929,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,KAL,1,-0.000989,4.10E-05,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,KAL,5,-0.000989,4.10E-05,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,KAL,30,-0.000533,0.02716,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,PM,KAL,60,-0.000664,0.005992,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,PM,1,-0.000223,0.035486,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,PM,5,-0.000223,0.035475,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,PM,30,-0.000223,0.035401,TRUE,TRUE,TRUE,TRUE
1/31/2024,0bp,KAL,PM,60,-0.000224,0.035315,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,PM,1,-0.000168,0.015873,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,PM,5,-0.000168,0.015902,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,PM,30,-0.000177,0.010811,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,PM,60,-0.000173,0.012809,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,CME,1,-0.001511,0,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,CME,5,-0.000831,3.90E-05,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,CME,30,-0.000418,0.038033,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,CME,60,-0.000334,0.096872,FALSE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,KAL,1,-0.000746,0,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,KAL,5,-0.000594,0,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,KAL,30,-0.00046,1.00E-06,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,CME,KAL,60,-0.000476,1.00E-06,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,CME,1,-0.006869,0,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,CME,5,-0.003469,0,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,CME,30,-0.001468,0.001189,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,CME,60,-0.000929,0.03961,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,KAL,1,-0.000207,1.00E-06,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,KAL,5,-0.000211,1.00E-06,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,KAL,30,-0.000202,2.00E-06,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,PM,KAL,60,-0.000199,2.00E-06,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,PM,1,-0.000157,0.022309,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,PM,5,-0.000157,0.022338,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,PM,30,-0.000155,0.024336,TRUE,TRUE,TRUE,TRUE
3/20/2024,0bp,KAL,PM,60,-0.000154,0.025869,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,PM,1,-0.000833,1.00E-06,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,PM,5,-0.000794,3.00E-06,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,PM,30,-0.000582,0.00058,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,PM,60,-0.000566,0.000842,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,CME,1,-0.014067,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,CME,5,-0.006386,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,CME,30,-0.002255,0.000988,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,CME,60,-0.001443,0.035189,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,KAL,1,-0.000245,0.002208,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,KAL,5,-0.000221,0.005866,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,KAL,30,-0.000217,0.006866,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,CME,KAL,60,-0.000218,0.006541,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,CME,1,-0.013749,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,CME,5,-0.006226,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,CME,30,-0.002161,0.001411,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,CME,60,-0.001399,0.038787,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,KAL,1,-0.000383,0.010018,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,KAL,5,-0.000402,0.006987,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,KAL,30,-0.000337,0.024051,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,PM,KAL,60,-0.00035,0.019615,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,PM,1,-0.002955,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,PM,5,-0.002922,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,PM,30,-0.002077,0,TRUE,TRUE,TRUE,TRUE
6/12/2024,0bp,KAL,PM,60,-0.001777,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,PM,1,-0.001913,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,PM,5,-0.001863,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,PM,30,-0.000712,0.002728,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,PM,60,-0.000601,0.011671,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,CME,1,-0.002086,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,CME,5,-0.001388,0,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,CME,30,-0.000693,0.005124,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,PM,CME,60,-0.000635,0.010299,TRUE,TRUE,TRUE,TRUE
7/31/2024,0bp,CME,KAL,1,-0.001484,0,TRUE,TRUE,TRUE,TRUE
