event_date,contract,source_market,target_market,lag_minutes,VECM_coefficient,p_value,is_significant,is_raw_stationary,is_firstdiff_stationary,is_cointegrated
1/28/2026,25bp_dec,CME,PM,1,-0.001676,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,PM,5,-0.00113,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,PM,30,-0.000539,9.30E-05,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,PM,60,-0.000398,0.003946,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,CME,1,-0.000637,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,CME,5,-0.000243,0.012247,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,CME,30,-5.90E-05,0.54126,FALSE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,CME,60,-4.80E-05,0.622087,FALSE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,KAL,1,-0.000629,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,KAL,5,-0.000344,2.00E-05,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,KAL,30,-0.000214,0.00795,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,CME,KAL,60,-0.00018,0.025201,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,CME,1,-0.000542,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,CME,5,-0.000229,0.01006,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,CME,30,-4.30E-05,0.628317,FALSE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,CME,60,-3.20E-05,0.720918,FALSE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,KAL,1,-0.002057,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,KAL,5,-0.001079,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,KAL,30,-0.000667,6.00E-06,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,PM,KAL,60,-0.000431,0.003483,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,PM,1,-0.00397,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,PM,5,-0.002398,0,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,PM,30,-0.000835,0.000313,TRUE,FALSE,TRUE,TRUE
1/28/2026,25bp_dec,KAL,PM,60,-0.000667,0.004004,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,PM,1,-0.000525,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,PM,5,-0.000337,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,PM,30,-0.000258,8.00E-05,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,PM,60,-0.000232,0.000389,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,CME,1,-0.003999,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,CME,5,-0.001896,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,CME,30,-0.000527,0.005944,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,CME,60,-0.000327,0.087993,FALSE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,KAL,1,-0.000355,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,KAL,5,-0.000196,0.000328,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,KAL,30,-0.000139,0.011243,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,CME,KAL,60,-0.000149,0.006473,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,CME,1,-0.005928,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,CME,5,-0.002831,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,CME,30,-0.000839,0.000311,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,CME,60,-0.000517,0.026105,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,KAL,1,-0.001022,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,KAL,5,-0.000602,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,KAL,30,-0.000356,0.000138,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,PM,KAL,60,-0.000334,0.000356,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,PM,1,-0.001925,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,PM,5,-0.001181,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,PM,30,-0.000898,0,TRUE,FALSE,TRUE,TRUE
3/18/2026,25bp_dec,KAL,PM,60,-0.000772,0,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,CME,PM,1,-0.000663,0,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,CME,PM,5,-0.000495,0,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,CME,PM,30,-0.000265,0.000503,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,CME,PM,60,-0.000245,0.001261,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,PM,CME,1,-0.001124,0,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,PM,CME,5,-0.000683,0,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,PM,CME,30,-0.000288,0.005639,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,PM,CME,60,-0.000194,0.061997,FALSE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,CME,KAL,1,-0.000897,0,TRUE,FALSE,TRUE,TRUE
4/29/2026,25bp_dec,CME,KAL,5,-0.000775,0,TRUE,FALSE,TRUE,TRUE
